product_id,similar_product_id,distance
0,824,0.0
1,594,18.328662872314453
2,164,3.3243021965026855
3,269,13.831266403198242
4,399,9.630115509033203
5,1290,13.849411964416504
6,524,13.977940559387207
7,832,3.2561278343200684
8,689,11.331157684326172
9,498,9.428712844848633
10,563,4.685141086578369
11,126,10.783743858337402
12,296,16.09653091430664
13,326,8.028755187988281
14,656,3.7635748386383057
15,152,7.141075134277344
16,1284,11.356204986572266
17,214,10.709688186645508
18,205,6.59784460067749
19,675,11.542156219482422
20,520,8.943592071533203
21,801,4.392659664154053
22,484,14.993485450744629
23,610,0.0
24,490,4.000433921813965
25,225,7.562012195587158
26,384,1.113384485244751
27,818,0.2779698669910431
28,533,14.214197158813477
29,689,16.6038818359375
30,818,0.2779698669910431
31,379,7.144021987915039
32,214,10.709688186645508
33,671,10.848759651184082
34,514,3.742335319519043
35,154,7.966363906860352
36,948,5.000799655914307
37,792,10.916800498962402
38,191,10.303940773010254
39,27,0.26884761452674866
40,353,7.725606918334961
41,755,0.0
42,590,14.016210556030273
43,687,0.0
44,2,7.899458408355713
45,603,0.6387776136398315
46,249,12.958159446716309
47,520,11.403827667236328
48,455,3.9005823135375977
49,144,5.351904392242432
50,832,4.537014961242676
51,832,1.4658195972442627
52,24,9.242034912109375
53,353,7.033775329589844
54,813,11.923748016357422
55,347,8.708924293518066
56,1042,7.620631217956543
57,158,8.604761123657227
58,806,10.350468635559082
59,646,5.903741836547852
60,1042,7.906579494476318
61,1341,4.001582622528076
62,730,10.495145797729492
63,536,4.255667209625244
64,687,0.0
65,471,14.092426300048828
66,388,12.245381355285645
67,486,13.537704467773438
68,584,5.275828838348389
69,408,5.371715068817139
70,647,2.1103060245513916
71,368,8.272773742675781
72,492,4.069748401641846
73,696,4.498752593994141
74,330,3.3376963138580322
75,497,8.671073913574219
76,581,6.790337562561035
77,245,11.396722793579102
78,365,13.651426315307617
79,711,7.852242469787598
80,10,7.21816873550415
81,789,7.221167087554932
82,144,5.353407382965088
83,269,14.359260559082031
84,426,7.896286964416504
85,69,3.6248788833618164
86,7,13.427924156188965
87,74,5.6473798751831055
88,824,0.0
89,115,5.182480812072754
90,594,5.86769962310791
91,696,4.498752593994141
92,325,8.42620849609375
