,Title,Actual_Price,Selling_Price,Brand,Model Name,Colour,Headphones Form Factor,Connector Type,Form Factor,Connectivity technologies,Wireless Communication Technology,Cable Type,Compatible Device,Special Feature,Style,Connectivity Technology,Wireless communication technologies,Age Range (Description),Connectivity Type,Mounting Hardware,Series,Compatible Devices,Specific Uses For Product,Material,Fabric Type,Weight,Size,Item Dimensions LxWxH,Number of Batteries
1220,"Boult Audio Omega True Wireless in Ear Earbuds with 30dB ANC, 32H Playtime, 45ms Xtreme Low Latency Mode, Quad Mic ENC, 3 Equalizer Modes, Active Noise Cancellation, TWS Bluetooth Gaming TWS (White)","₹9,999","1,999",Boult Audio,AirBass,Omega White,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1221,ZEBRONICS Zeb-Aura  Bluetooth Headphone with Media Control and AUX Input (Black),₹999,498,ZEBRONICS,,Black,,,On Ear,,,,,,,Wireless,,,,,ZEB-Aura,,,,,,,,
1222,(Renewed) boAt Rockerz 510 Super Extra Bass Bluetooth On Ear Headset (Furious blue),NaN,,boAt,,Blue,,,,,,,,,,Wireless,,,Bluetooth,,Rockerz 510 Headset (Furious blue) -cr,,,,,,,,
1223,"boAt Airdopes 121 PRO True Wireless in Ear Earbuds Signature Sound, Quad Mic ENx, Beast Mode for Gaming, 40H Playtime, IWP, IPX4, Battery Indicator Screen(Mint Cascade)","₹2,990","1,499",boAt,Airdopes 122,Mint Cascade,In Ear,Bluetooth 5.3,,,,,,,,,,,,,,,,,,,,,
1224,Skullcandy Indy Fuel Truly Wireless Bluetooth in Ear Earbuds with Mic (Black),"₹14,999","7,661",Skullcandy,Indy Fuel,Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1225,"Newly Launched Zebronics Sound Bomb 9 Semi in Ear TWS Earbuds with 16H Backup, ENC Calling, Gaming Mode (Upto 50ms), Voice Assistant, Flash Connect, Silicone case, Splash Proof and Type C (White)","₹2,999","1,049",ZEBRONICS,Zeb Sound Bomb 9 - White,wHITE,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1226,"ZEBRONICS Sound Bomb X1 3-in-1 Wireless Bluetooth v5.0 In Ear Earbuds + Speaker Combo with 30 Hour Backup, Built-in LED Torch,Call Function,Voice Assistant,Type C & Splash Proof Portable Design(White)","₹3,999","1,399",ZEBRONICS,Zeb Sound Bomb X1,White,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1227,"boAt Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, Padded Ear Cushions, Integrated Controls and Dual Modes & Bassheads 102 in Ear Wired Earphones with Mic",NaN,"1,399",boAt,,Blue,On Ear,"Wireless, Wired",,,Bluetooth,,,,,,,,,,,,,,,,,,
1228,Meyaar SP-27 Wired in-Ear Earphone with Mic (Pack of 2 (Black & White)),NaN,259,Meyaar,SP-27,Pack Of 2 ( Black & White),In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1229,"Jabra Elite 7 Pro in Ear Bluetooth True Wireless Earbuds with Active Noise Cancellation, Compact Design, Jabra MultiSensor Voice Tech & Multipoint connectivity for Clear Calls - Black","₹18,999","16,017",Jabra,Elite 7 Pro,Black,,,In Ear,Wireless,,,,,,,,,,,,,,,,,,,
1230,"Wings Phantom 250 Wireless Earbuds, with 30 Hours Playtime, Bullet Charge, 40ms Low Latency, Bluetooth 5.2, 13mm Drivers, AAC Codec Support, Acoustic Echo Cancellation TWS Earphones (Blue)","₹2,999",999,Wings,WL-PHANTOM250-BLU,Blue,,,In Ear,Wireless,,,,,,,,,,,,,,,,,,,
1231,"Noise Beads Bluetooth Truly Wireless in Ear Earbuds with Mic, 18 Hours of Playtime, Metallic Finish, Hypersync, Full Touch Controls, IPX5 (Pearl White)","₹3,499","1,399",Noise,Beads,Pearl White,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1232,"PTron Boom Ultima 4D Dual Driver, in-Ear Gaming Wired Headphones with in-line Mic, Volume Control & Passive Noise Cancelling Boom 3 Earphones - (Dark Blue)","₹1,900",299,PTron,Boom Ultima,Dark Blue,,,In Ear,Wired,,,,,,,,,,,,,,,,,,,
1233,"Skullcandy Hesh ANC Wireless Over-Ear Headphones, Active Noise Cancelling, Wireless Charging 22 Hours Battery Life - Mob White","₹19,999","10,599",Skullcandy,Hesh ANC,Mod White,Over Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1234,(Renewed) Boat rockerz 195 wireless neckband with BTv5.0 upto 15H playback Blue Bliss,NaN,,boAt,Rockerz 195-cr,Blue Bliss,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1235,"boAt Airdopes 413ANC True Wireless in Ear Earbuds with Active Noise Cancellation, 2 Mics ENx Tech, Signature Sound, Touch Gesture, 20 Hours Playback, ASAP Charge & Ambient Mode(Carbon Black)","₹4,990","2,499",boAt,Airdopes 413ANC,Carbon Black,In Ear,Bluetooth 5.2,,,,,,,,,,,,,,,,,,,,,
1236,"boAt Rockerz 550 Bluetooth Wireless Over Ear Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation with Mic (Black Symphony)","₹4,999","1,799",boAt,Rockerz 550,Black Symphony,Over Ear,Bluetooth 5.0,,,,,,,,,,,,,,,,,,,,,
1237,Meyaar DG-Beex In-Ear Rich Bass Metal Earbuds with HD Sound Heavy BASS Wired Headset with Mic (Black),NaN,199,Meyaar,,Black,In Ear,wired usb,,,,,,,,,,,,,,,,,,,,,
1238,"boAt Bassheads 192 Wired in Ear Earphones Signature Sound, Metallic Buds, Superior Cable & Ergonomic Fit with Mic (Active Black Indi)",₹999,449,boAt,Bassheads 192,Active Black Indi,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1239,"Gaming Headset K8 with Surround Sound, Premium Wired Over Ear Gaming Headphones with Mic & LED Light, Compatible with PS5, PS4, Switch, Xbox Series X|S, PC, Laptop. (White)","₹1,999",827,RUNMUS GAMING,K8,Black,Over Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1240,"Meyaar Beex Abhinandan + RP-2208 Wired Handsfree Stereo Earphones in-Ear Headphones Bass Earbuds, Headset with Mic (2 Pack| White)",₹999,259,Meyaar,Meyaar,White,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1241,Skullcandy Ink'd Wireless in-Earphone with Mic (White/Gray/Gray),"₹12,308","6,603",Skullcandy,Ink'd,WhiteGray,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1242,"ZEBRONICS Yoga N2 RGB Neckband with 30H Playtime, ENC Mic, 50ms Gaming Mode, Powerful Bass, Voice Assistant, IPX4, Dual Pairing,BT v5.2,Type C Port,Bluetooth Wireless In Ear Earphones with Mic(Yellow)","₹3,999",899,ZEBRONICS,ZEB-YOGA N2(Yellow),Yellow,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1243,Jabra Biz 1100 Duo USB NC Global Wired On Ear Headphone with Mic (Black),"₹9,999","6,770",Jabra,1100-0150-00,Black,On Ear,usb,,,,,,,,,,,,,,,,,,,,,
1244,"boAt Rockerz 330ANC Bluetooth Neckband in Ear Earphones with mic, Crystal Bionic Sound Powered by Dirac Opteo, ANC, 13mm Drivers, ASAP Charge, 24H Playback & ENx Tech(Gunmetal Black)","₹4,999","1,999",boAt,Rockerz 330ANC,Gunmetal Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1245,Skullcandy Indy Evo Truly Wireless Bluetooth in Ear Earbuds with Mic (Black),"₹12,999","6,499",Skullcandy,Indy Evo,Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1246,"Portronics Conch 50 in-Ear Wired Earphone with Mic, 3.5mm Audio Jack(Yellow)",₹499,299,Portronics,Conch 50,Yellow,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1247,Jabra Evolve 100-55900000-99 20 UC Wired On Ear Headset with Mic (Black),"₹7,156","7,000",Jabra,Evolve,Black,,,On Ear,Wired,,,,,,,,,,,,,,,,,,,
1248,Skullcandy Anti Wired On-Ear Headphone (Royal Navy),"₹1,999",718,Skullcandy,Anti,Blue,On Ear,wired usb,,,,,,,,,,,,,,,,,,,,,
1249,"Jabra Evolve2 75 PC Wireless Headset with 8-Microphone Technology - Dual Foam Stereo Headphones with Advanced Active Noise Cancelling, USB-A Bluetooth Adapter and MS Teams-Compatibility - Black","₹55,800","45,000",Jabra,Evolve2 75,Black,On Ear,Bluetooth,,,,,,,,,,,,,,,,,,,,,
1250,Jabra Elite 85h Wireless Bluetooth Over the Ear Headphone with Mic (Black),"₹73,668","39,979",Jabra,,Black,Over Ear,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
1251,"Meyaar DG-Beex Pack of 3 Headset with High Bass Headphones with Microphone, Earbuds Wired Stereo Earphones for All Smartphones (3 Black) (Set of 3 White)",NaN,289,Meyaar,,Set of 3 White,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1252,"Jabra Elite 7 Active in Ear Bluetooth Truly Wireless in Ear Waterproof Sports Earbuds with Wireless Charging Pad, Active Noise Cancellation, Multipoint connectivity ShakeGrip with mic Navy","₹17,999","15,998",Jabra,Elite 7 Active WLC,Navy,,,In Ear,Bluetooth,,,,,,,,,,,,,,,,,,,
1253,"boAt Airdopes 413ANC True Wireless in Ear Earbuds (Black) & Wave Call Smart Watch, Smart Talk (Active Black) & Nirvana 751 ANC Hybrid Active Noise Cancelling Bluetooth Wireless Over Ear Headphones",NaN,,boAt,,Carbon Black,"Over Ear, In Ear",Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
1254,"Meyaar SPN Metal Earphones Made in India Headset with High Bass & HD Sound, in-line mic, Headset with Mic & 3.5mm Jack Wired Universal Earphones. (Black)",₹799,259,Meyaar,,Metal Black,In Ear,wired usb,,,,,,,,,,,,,,,,,,,,,
1255,"Meyaar ML-61 with HD Sound, in-line mic, Dual Tone Secure Braided Cable & 3.5mm Jack Wired Universal Earphones with Free 3 in 1 Pen. (White)",₹999,279,Meyaar,,White Frost,In Ear,wired usb,,,,,,,,,,,,,,,,,,,,,
1256,"boAt Airdopes 121 PRO True Wireless in Ear Earbuds Signature Sound, Quad Mic ENx, Beast Mode & Stone 1000 14W Bluetooth Speaker with 8 Hours Playback, Bluetooth v5.0 & IPX5(Black)",NaN,,boAt,,Black,In Ear,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
1257,Skullcandy Indy Evo Truly Wireless Bluetooth in Ear Earbuds with Mic (Black),"₹12,999","6,499",Skullcandy,Indy Evo,Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1258,"Logitech H390 Wired On Ear Headset for PC/Laptop, Stereo Headphones with Noise Cancelling Microphone, USB-A, In-Line Controls, Works with Chromebook","₹4,695","3,964",Logitech,H390 Headset,Black,On Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1259,"Noise Buds Vs104 Bluetooth Truly Wireless in Ear Earbuds with Mic (Charcoal Black) & ColorFit Pulse Grand Smart Watch with 1.69""(4.29cm) HD Display & ColorFit Pulse Spo2 Smart Watch",NaN,,Noise,,Black,In Ear,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
1260,"(Renewed) boAt NIRVANAA 751ANC Hybrid Active Noise Cancelling Bluetooth Wireless Over Ear Headphones With Mic, with Up to 65H Playtime,ASAP Charge, Ambient Sound Mode, Immersive Sound,Carry Pouch(Gunmetal Grey)",NaN,,boAt,Nirvanaa 751 ANC,Gunmetal grey,Over Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1261,(Renewed) boAT Airdopes 381 Bluetooth Truly Wireless In Ear Earbuds With Mic Green,NaN,,boAt,Boat Airdopes 381-cr,Green,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1262,"Jabra Elite 7 Active in Ear Bluetooth Truly Wireless in Ear Waterproof Sports Earbuds with Wireless Charging Pad, Active Noise Cancellation, Multipoint connectivity ShakeGrip with mic (Mint)","₹15,999","14,999",Jabra,Elite 7 Active,Mint,,,In Ear,Bluetooth,,,,,,,,,,,,,,,,,,,
1263,"Zebronics Zeb-Lark Metallic Wireless in Ear Neckband Earphone with BT 5.0, Rapid Fast Charging (Metallic Black)","₹1,449",949,ZEBRONICS,,Black,In Ear,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
1264,"Meyaar SPN Headphone Heavy Bass Stereo Earphones Earbuds with Remote & Microphon, Laptops,Gaming Noise Isolating Tangle Free Headsets in Ear Headset (5 Black)","₹1,999",499,Meyaar,,5 Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1265,boAt NIRVANAA 1007ANC Wireless Bluetooth Over The Ear Headphone with Mic (Midnight Blue),"₹19,990","8,999",boAt,Nirvanaa 1007 ANC,Blue,Over Ear,Bluetooth,,,,,,,,,,,,,,,,,,,,,
1266,"boAt Airdopes 141 True Wireless in Ear Earbuds with mic, 42H Playtime, Beast Mode(Low Latency 80ms) for Gaming, ENx Tech, ASAP Charge(Pure White) & Bassheads 242 in Ear Wired Earphones",NaN,,boAt,,Pure White,In Ear,"Wireless, Wired",,,Wireless,,,,,,,,,,,,,,,,,,
1267,Meyaar Pluss in Ear Wired Earphones with Mic Headphones with Noise Isolating Workout Running Earphones with Mic & Carry Case (Upgraded Ear Buds) (Black),₹999,299,Meyaar,,Black,In Ear,wired usb,,,Bluetooth,,,,,,,,,,,,,,,,,,
1268,"PTron Boom Ultima V2 Dual Driver, in Ear Gaming Wired Earphones with Mic, Volume Control, Passive Noise Cancelling Boom 3 with 3.5mm Audio Jack & 1.2M Tangle-Free Cable (Black)","₹1,583",399,PTron,Boom Ultima V2,Black,,,In Ear,Wired,,,,,,,,,,,,,,,,,,,
1269,Jabra Elite Active 75t Truly Wireless Bluetooth In Ear Earbuds with Mic (Navy),NaN,"28,308",Jabra,,Navy,In Ear,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
1270,"boAt Rockerz 330 in-Ear Bluetooth Neckband with Upto 30 Hours Playtime, ASAP Charge & IPX5 with Mic (Active Black) & Rockerz 450 Bluetooth On Ear Headphones with Mic(Buoyant Black)",NaN,"1,599",boAt,,Active Black,On Ear,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
1271,"Meyaar M-11 Pack of 5 Noise Isolating High Bass Headset Wired in-Ear Earphone with Mic (Black + Light Pink + Dark Pink + Light Grey + Dark Green, 5 Pack)",₹999,499,Meyaar,M-11,Black + Light Pink + Dark Pink + Light Grey + Dark Green,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1272,Skullcandy Jib Plus Wireless in-Earphone with Mic (Red) (S2JPW-M010),"₹4,599","1,599",Skullcandy,Jib Plus,Red/Black,In Ear,Bluetooth,,,,,,,,,,,,,,,,,,,,,
1273,Skullcandy Push True Wireless Earbuds (Indigo Blue),"₹9,999","5,999",Skullcandy,Push,Indigo Blue,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1274,"Meyaar SPN UpBeat-1 Earbuds, Wired Headphones with Microphone and Ear Bud Tip Replacements, Universal 3.5 mm Plug for Most Smartphones, Tablets, Noise Isolating, Memory Foam Pads, Deep Bass (Blue)",₹349,129,Meyaar,Upbeat-1,Black,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1275,"Wings Phantom 410 Best Low Latency 40ms Wireless Earbuds, Bluetooth Headphones, Gaming Case with Digital Battery Indicator, 70 Hours Playtime, in Ear Airpods, ENC Mic, Touch Controls TWS Headset","₹2,999","1,534",Wings,Phantom 410,White,,,In Ear,Wireless,,,,,,,,,,,,,,,,,,,
1276,"Boat Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback & Stone 170 5W Bluetooth Speaker with Upto 6 Hours Playback, Multifunction Buttons and SD Card Slot",NaN,,boAt,,Blue,In Ear,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
1277,"Meyaar SPN Made in India Headphones with HD Sound, Headset with in-line mic & 3.5mm Jack Wired Universal Earphones with Free Multifunctional Stylus Pen. (Black)",₹999,279,Meyaar,,Metal Black,In Ear,wired usb,,,,,,,,,,,,,,,,,,,,,
1278,"Jabra Elite 2 in Ear True Wireless Earbuds with 21 Hours of Battery, 2 Built-in Microphones for Clear Calls, Rich Bass and Comfortable fit with mic - Navy","₹5,999","3,500",Jabra,Elite 2,Navy,,,In Ear,Bluetooth,,,,,,,,,,,,,,,,,,,
1279,"ZEBRONICS Zeb-Thunder PRO On-Ear Wireless Headphone with BTv5.0, Up to 21 Hours Playback, 40mm Drivers with Deep Bass, Wired Mode, USB-C Type Charging(Black+Blue)","₹1,899","1,249",ZEBRONICS,ZEB-THUNDER PRO(BLUE),blue,Over Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1280,boAt Bassheads 242 in Ear Wired Earphones with Mic(Blue) & Bassheads 242 in Ear Wired Earphones with Mic(Active Black),NaN,,boAt,,"Blue, Black",In Ear,Wired,,,,,,,,,,Adult,,,,,,,,,,,
1281,"Meyaar DG-Beex in-Ear Wired Earphones HF-08 with Super Extra Bass, in-line Mic, Glossy Inspired Design and Perfect Length Cable (Furious White)",NaN,179,Meyaar,,Metal White,In Ear,wired usb,,,,,,,,,,,,,,,,,,,,,
1282,Dylect in-Ear Wired Earphone I Stereo Quality Sound I High Bass I in-Built Mic I 1.2m Tangle Free Cable I 3.5mm Aux Port (Black),₹299,188,Dylect,Dylect Wired Earphone,Black,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1283,"Meyaar Beex Edition Wired Durable Metal Earphones Earbuds with Microphone & Deep Bass Clear Sound Noise Isolating in Ear Headphones, Stereo Ear Buds for Cell Phones, Laptop, Tablet (Metal Black)",₹999,89,Meyaar,RP,Metal Black,In Ear,wired usb,,,,,,,,,,,,,,,,,,,,,
1284,boAt BassHeads 100 in-Ear Wired Headphones with Mic (Black) & Bassheads 242 in Ear Wired Earphones with Mic(Active Black),NaN,,boAt,,Black,In Ear,Wired,,,,,,in-ear,,,,,,,,,,,,,,,
1285,Skullcandy MOD True Wireless Earbuds (Light Gray Blue) (S2FYW-P751),"₹16,999","5,999",Skullcandy,MOD,Black,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1286,"Noise Buds VS402 Truly Wireless in Ear Earbuds with 35-Hours of Playtime, Instacharge, Quad Mic with ENC, Hyper Sync, Low Latency, 10mm Driver, Bluetooth v5.3 and Breathing LED Lights (Neon White)","₹3,999","1,799",Noise,Buds VS402,Neon White,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1287,boAt Rockerz 450 Bluetooth On Ear Headphones with Mic & Airdopes 121v2 in-Ear True Wireless Earbuds & Airdopes 121v2 in-Ear True Wireless Earbuds,NaN,"1,399",boAt,,Luscious Black,On Ear,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
1288,Meyaar Rplus Edition Deep Bass Wired Durable Metal Earphones Headphones with Microphone in Ear Earbuds Noise Isolating Earphones Remote & Mic Headset Stereo Headphones for Android & iOS - White,₹699,99,Meyaar,,Metal Black,In Ear,wired usb,,,,,,,,,,,,,,,,,,,,,
1289,Meyaar Alpha-2 Ultralight Weight Wired On Ear Headphones with Mic (Grey Black),"₹1,499",399,Meyaar,Alpha-2,Grey Black,On Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1290,(Renewed) Skullcandy Inkd Plus Wireless in-Earphone with Mic (Cobatt/Blue),NaN,,Skullcandy,,Blue,In Ear,Bluetooth,,,Bluetooth,,,,,,,,,,,,,,,,,,
1291,Meyaar 2 Pack SP-27 Made in India Headset Wired in-Ear Earphone with Mic (Black + White) (Pack of 2),₹999,249,Meyaar,SP-27(White + Black),White + Black,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1292,"Meyaar Beex Abhinandan Series HF-61 in-Ear Wired Earphones with mic, Suitable for Android Smartphones (Black)",₹999,249,Meyaar,HF-61,Black,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1293,"Meyaar Beex Edition Wired Durable Earphone Metal Earphones Earbuds with Microphone & Deep Bass Clear Sound Noise Isolating in Ear Headphones, Ear Buds for All Smartphones (Metal White-AW)",NaN,179,Meyaar,,Metal White,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1294,PTron Boom One in-Ear Dual-Driver Wired Earphone (Black),₹800,399,PTron,Boom One,Black,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1295,"boAt Airdopes 141 True Wireless in Ear Earbuds with mic, 42H Playtime, Beast Mode(Low Latency 80ms) for Gaming, ENx Tech, ASAP Charge (Pure White) & r Headphones",NaN,"1,499",boAt,,Pure White,"In Ear, On Ear",Wireless,,,Wireless,,,,,,,,,,,,,,,,,,
1296,boAt BassHeads 100 in-Ear Wired Headphones with Mic (Black) & Bassheads 242 in Ear Wired Earphones with Mic(Active Black) & Bassheads 100 in Ear Wired Earphones with Mic(Taffy Pink),NaN,,boAt,,Black,In Ear,Wired,,,,,,in-ear,,,,,,,,,,,,,,,
1297,"Zebronics ZEB-YOGA Wireless Bluetooth Supporting Earphone With Neckband Supports Magnetic Switch Control, Dual Pairing, Call Function, Voice Assistant, Water Resistant & Upto 21hrs* Playback Time (Grey)","₹1,499","1,148",ZEBRONICS,ZEB-YOGA (GRAY),GRAY,In Ear,Bluetooth,,,,,,,,,,,,,,,,,,,,,
1298,"(Renewed) boAt Airdopes 631 TWS Earbuds with BT v5.0, Qualcomm® aptX™ & CVC™, Up to 28H Total Playback, Sports Fit, IPX5 Water Resistance, Stylish Metallic Case(Blazing Blue)",NaN,,boAt,Airdopes 631,Blazing Blue,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1299,Portronics Harmonics Twins S2 Wireless Sports Earbuds Bluetooth 5.0 I Voice Assistant I 20 Hrs Playtime with Case I Type C Charging (Maroon),"₹2,999","1,449",Portronics,Harmonics Twins S2,Maroon,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1300,ZEBRONICS Zeb- Sound Bomb S1 Truly Wireless Bluetooth in Ear Earbuds with Mic (Black and Red),"₹2,849","1,300",ZEBRONICS,Zeb-Sound Bomb S1 (Black+Red),red,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1301,Skullcandy Chops Buds Flex Wired in Ear Earphones with Mic (Gray),"₹1,999","1,299",Skullcandy,Chops Flex,grey,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1302,"Meyaar Beex HF-08 Wired Durable Metal Earphones Earbuds with Microphone & Deep Bass Clear Sound Noise Isolating in Ear Headphones, Ear Buds for Cell Phones, Laptop, Tablet, (Black)",₹999,99,Meyaar,,Metal Black,In Ear,wired usb,,,,,,,,,,,,,,,,,,,,,
1303,"boAt Airdopes 141 Bluetooth Truly Wireless in Ear Earbuds (Cyan Cider) & Rockerz 450 Bluetooth On Ear Headphones, Aqua Blue & Stone 180 5W Bluetooth Speaker Black",NaN,NaN,boAt,,"Blue, Black","In Ear, On Ear",Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
1304,"pTron Bassbuds Pixel with Dedicated Movie/Gaming Mode, 50ms Low Latency, 35Hrs Total Playback Time, Truly Wireless Bluetooth 5.1 in Ear Earbuds with mic, Punchy Bass, Touch Control (Black)","₹3,499",799,PTron,Bassbuds Pixel,Black,,,In Ear,Wireless,,,,,,,,,,,,,,,,,,,
1305,Meyaar SPN Series Earbuds Wired Durable Metal Earphones with Microphone with Noise Isolating Earphones Earbuds with Remote & Mic Headset Stereo Headphones for Android & iOS Smartphones - Black,₹999,119,Meyaar,JMV-88,Metal Black,In Ear,wired usb,,,,,,,,,,,,,,,,,,,,,
1306,"Portronics Harmonics Z5 Wireless Bluetooth Stereo Headset with 33Hrs Playtime, Double EQ Mode, 14.2 mm Dynamic Drivers, Click Action Buttons(Purple)","₹2,499",699,Portronics,Harmonics Z5,Purple,In Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1307,"pTron Bassbuds Tango ENC Bluetooth Truly Wireless in Ear Earbuds with mic, Movie Mode, 40Hrs Total Playtime, BT 5.1, Deep Bass, Touch Control & Type-C Fast Charging (Black)","₹3,999",999,PTron,Bassbuds,Active Black,,,In Ear,Wireless,,,,,,,,,,,,,,,,,,,
1308,(Renewed) Skullcandy S2DUYK-343 Jib with Mic (Black),NaN,NaN,Skullcandy,,Black,,,In Ear,,,,,"Earbud, In-ear",,Wired,,,,,,,,,,,,,
1309,"Jabra Talk 65 Mono Bluetooth Wireless in Ear Premium Wireless Single Ear Earphones - with mic Noise Cancelling, Media Streaming and up to 100 Meters Bluetooth Range - Black","₹8,999","5,999",Jabra,Talk 65,Black,On Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1310,"ZEBRONICS Zeb Duke 101 Wireless Headphone with Mic, Supporting Bluetooth 5.0, AUX Input Wired Mode, mSD Card Slot, Dual Pairing, On Ear & 12 hrs Play Back time,FM, Media/Call Controls (Blue)","₹1,899",899,ZEBRONICS,Zeb Duke 101 (Blue),Blue,Over Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1311,"boAt Rockerz 550 Bluetooth Wireless Over Ear Headphones with Mic Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation (Red)","₹4,999","1,999",boAt,Rockerz 550,Red,Over Ear,Bluetooth 5.0,,,,,,,,,,,,,,,,,,,,,
1312,Skullcandy Set Sport Wired In-Earphone with Mic (Vice/Gray/Crimson),"₹11,513","5,879",Skullcandy,set,Gray,In Ear,Wired,,,,,,,,,,,,,,,,,,,,,
1313,"Jabra Elite 3 in Ear Wireless Bluetooth Earbuds – Noise Isolating True Wireless Buds with 4 Built-in Microphones for Clear Calls, Rich Bass, Customizable Sound, and Mono Mode - Light Beige","₹18,708","13,708",Jabra,Elite 3,Light Beige,In Ear,Bluetooth,,,,,,,,,,,,,,,,,,,,,
1314,"boAt Rockerz 370 On Ear Bluetooth Headphones with Upto 12 Hours Playtime, Cozy Padded Earcups and Bluetooth v5.0(Gregarious Green)","₹2,499","1,199",boAt,Rockerz 370,Gregarious Green,On Ear,Wireless,,,,,,,,,,,,,,,,,,,,,
1315,Portronics Harmonics Twins 33 Smart Truly Wireless Bluetooth in Ear Earbuds with Mic (Black),"₹3,499","1,749",Portronics,,Black,In Ear,Wireless,,,Bluetooth,,,,,,,,,,,,,,,,,,
1316,"boAt Nirvana 751 ANC Hybrid Active Noise Cancelling Bluetooth Wireless Over Ear Headphones with Up to 65H Playtime, ASAP Charge, Ambient Sound Mode, Immersive Sound, Carry Pouch(Gunmetal Grey)","₹7,990","3,999",boAt,Nirvanaa 751 ANC,Gunmetal Grey,Over Ear,Bluetooth 5.0,,,,,,,,,,,,,,,,,,,,,
