product_link,Title,Actual_Price,Selling_Price,Brand,Model,Colour,Form_Factor,Connectivity_Type
https://www.amazon.in/Meyaar-Headphones-Immersive-Multi-Function-Microphone/dp/B0822T3JCS/ref=sr_1_63?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386811&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-63,"Meyaar M12 Earphones Wired Headphones with Immersive Audio, Multi-Function Button, Earphones with in-line Microphone & Perfect Length Tangle Free Cable Pro Earbuds Headset (White)",999.0,249.0,Meyaar,M12,White,In Ear,wired usb
https://www.amazon.in/EDYELL-C9-Cancellation-Headphones-Waterproof/dp/B0BMVTSTPT/ref=sxin_16_aspa_sqa?c_c=305688195&content-id=amzn1.sym.d6fc18b9-350a-43ef-bbf0-8a0340d151dd%3Aamzn1.sym.d6fc18b9-350a-43ef-bbf0-8a0340d151dd&crid=26YCJ7VB7YLJ4&cv_ct_cx=headphones&keywords=headphones&pd_rd_i=B0BMVTSTPT&pd_rd_r=a46c679d-f1f1-411c-89ac-a5fc23a33e7c&pd_rd_w=cYK1X&pd_rd_wg=QuhMG&pf_rd_p=d6fc18b9-350a-43ef-bbf0-8a0340d151dd&pf_rd_r=4YD95A732J1W2D7JV1T3&qid=1684386796&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=%2Caps%2C1567&sr=1-4-9e85f757-0438-470e-8160-8465beaa22d5,"EDYELL C9 Wireless Earbuds/Bluetooth Earphones with ENC Noise Cancellation with 4-Mic Clear Call, in-Ear Headphones, 13mm Powerful Bass Drivers, 48+ Hours of Playtime, Bluetooth 5.3, High Audio Quality, Low Latency, IPX7 Waterproof",5999.0,2299.0,EDYELL,C9 Upgraded,Jet Black,In Ear,Bluetooth 5.3
https://www.amazon.in/Meyaar-SP-27-India-Earphones-Earphone/dp/B09FF136XK/ref=sr_1_100?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386815&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-100,Meyaar 2 Pack SP-27 Made in India Earphones Wired in-Ear Earphone with Mic (White & Black) (Pack of 2),999.0,249.0,Meyaar,SP-27(White + Black),White + Black,In Ear,Wired
https://www.amazon.in/Sony-Extra-MDR-XB450AP-Headphones-Black/dp/B00SISEOLC/ref=sr_1_36?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386847&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-36,Sony Extra Bass MDR-XB450AP On-Ear Wired Headphones with Mic (Black),2490.0,2016.0,Sony,MDR-XB450AP,Black,On Ear,Wired
https://www.amazon.in/Skullcandy-S2JPW-M010-Wireless-Earphone-Black/dp/B07RV9DWDW/ref=sr_1_32?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386860&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-32,Skullcandy Jib Plus Wireless in-Earphone with Mic (Red) (S2JPW-M010),4599.0,1499.0,Skullcandy,Jib Plus,Red/Black,In Ear,Bluetooth
https://www.amazon.in/ZEBRONICS-Aquaman-30-Microphone-Multifunction/dp/B0BS6BDZRQ/ref=sr_1_106?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386805&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-106,"ZEBRONICS DC Aquaman Edition Buds 30 3.5mm Stereo Earphone with Inline Microphone for Calling, Volume Control, Multifunction Button, 14mm Drivers, Stylish eartip Design and 1.2 Meter Durable Cable",599.0,319.0,ZEBRONICS,ZEB - BUDS 30 - Aquaman,Aquaman,In Ear,Wired
https://www.amazon.in/Zebronics-Zeb-Buds-30-Multifunction-Lightweight/dp/B09SGF7SMV/ref=sr_1_26?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386799&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-26,"Zebronics Zeb-Buds 30 3.5Mm Stereo Wired In Ear Earphones With Mic For Calling, Volume Control, Multifunction Button, 14Mm Drivers, Stylish Eartip,1.2 Meter Durable Cable And Lightweight Design(White)",499.0,212.0,ZEBRONICS,Zeb-Buds 30 (White),White,In Ear,Wired
https://www.amazon.in/boAt-Rockerz-450-Pro-Bluetooth/dp/B08XY3QJ48/ref=sr_1_33?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386787&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-33,"boAt Rockerz 450 Pro Bluetooth Wireless On Ear Headphones with Mic with 70 Hours Battery, 40Mm Drivers, Bluetooth V5.0 Padded Ear Cushions, Easy Access Controls and Voice Assistant (White Purity)",3990.0,1779.0,boAt,Rockerz 450 Pro,White Purity,On Ear,Bluetooth 5.0
https://www.amazon.in/Launched-Bassbuds-Bluetooth-Headphones-Resistant/dp/B0C1PPLV73/ref=sr_1_10?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386868&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-10,"PTron Newly Launched Bassbuds Neo TWS Earbuds, HD Mic & TruTalk ENC Calls, Game/Music Modes, 13mm Driver, 35Hrs Playtime, Bluetooth 5.3 Headphones, Type-C Fast Charging & IPX5 Water Resistant (Grey)",3199.0,899.0,pTron,Bassbuds,Grey,nan,nan
https://www.amazon.in/ZEBRONICS-Zeb-Evolve-Supporting-Assistant-Earpiece/dp/B09GG1TC5N/ref=sr_1_75?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386802&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-75,"ZEBRONICS Zeb-Evolve 5.0 Bluetooth Wireless in Ear Earphones with Mic with Voice Assistant, Rapid Charge, Dual Pairing, Call Function and Magnetic Earpiece (Metallic Red)",1499.0,499.0,ZEBRONICS,ZEB-EVOLVE,Metallic Red,In Ear,Wireless
https://www.amazon.in/ZEBRONICS-Zeb-Buds-30-Multifunction-Lightweight/dp/B09SGBBM47/ref=sr_1_34?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386846&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-34,"ZEBRONICS Zeb-Buds 30 3.5mm Stereo Wired in Ear Earphone with Microphone for Calling, Volume Control, 14mm Drivers, Stylish eartip,1.2 Meter Durable Cable and Lightweight Design(Black)",499.0,212.0,ZEBRONICS,Zeb-Buds 30 (Black),Black,In Ear,Wired
https://www.amazon.in/Meyaar-Headphones-Microphone-Earphones-Smartphones/dp/B08MVFG71V/ref=sr_1_52?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386811&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-52,"Meyaar DG-Beex Pack of 3 Headset with High Bass Headphones with Microphone, Earbuds Wired Stereo Earphones for All Smartphones (3 Black) (Set of 3 White)",999.0,329.0,Meyaar,DG Beex,Set of 3 White,In Ear,Wired
https://www.amazon.in/Skullcandy-Jib-Green-Black-Sunset/dp/B07DGLF9N9/ref=sr_1_34?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386860&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-34,Skullcandy Jib Wired In-Earphone with Mic (Green/Black/Sunset) (S2DUY-L102),1999.0,749.0,Skullcandy,Jib with Mic,black,In Ear,Wired
https://www.amazon.in/Zebronics-Zeb-Sound-Bomb-Bluetooth-Microphone/dp/B09NNPBN9J/ref=sr_1_83?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386802&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-83,"Zebronics Zeb-Sound Bomb 3 TWS In Ear Earbuds with Bluetooth v5.2, up to 12H Backup, Flash Connect, Splash Proof, Voice Assistant, stem Touch Control, 13mm Driver,Built in Microphone and Type C(Black)",3499.0,855.0,ZEBRONICS,Zeb - Sound Bomb 3 (Black),Black,In Ear,Bluetooth 5.2
https://www.amazon.in/Boat-Rockerz-550-Headphone-Aesthetics/dp/B0856HNLDK/ref=sr_1_10?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386785&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-10,"boAt Rockerz 550 Bluetooth Wireless Over Ear Headphones with Mic Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation (Red)",4999.0,1999.0,boAt,Rockerz 550,Red,Over Ear,Bluetooth 5.0
https://www.amazon.in/Bassbuds-Plus-Bluetooth-Headphones-Resistant/dp/B08S19YC6H/ref=sr_1_15?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386868&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-15,"PTron Bassbuds Plus in Ear True Wireless Stereo Earbuds with Mic, Deep Bass Bluetooth Headphones, Voice Assistance, IPX4 Sweat & Water Resistant TWS, 12Hrs Battery & Fast Charge (Black)",2499.0,799.0,pTron,Bassbuds Plus,Black,In Ear,Wireless
https://www.amazon.in/realme-Buds-Wired-Earphones-Blue/dp/B097KMXXTZ/ref=sr_1_41?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386847&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-41,realme Buds 2 Neo Wired in Ear Earphones with Mic (Blue),599.0,499.0,realme,realme Buds 2 Neo,Blue,In Ear,Wired
https://www.amazon.in/boAt-Rockerz-330ANC-Bluetooth-Earphones/dp/B0B58DXJ7J/ref=sr_1_89?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386789&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-89,"boAt Rockerz 330ANC Bluetooth Neckband in Ear Earphones with mic, Crystal Bionic Sound Powered by Dirac Opteo, ANC, 13mm Drivers, ASAP Charge, 24H Playback & ENx Tech(Gunmetal Black)",4999.0,1999.0,boAt,Rockerz 330ANC,Gunmetal Black,In Ear,Wireless
https://www.amazon.in/ZEBRONICS-Zeb-Storm-Microphone-Adjustable-Lightweight/dp/B0B4G44RFS/ref=sr_1_4?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386796&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-4,"ZEBRONICS Zeb-Storm Wired On Ear Headphone with 3.5mm Jack, Built-in Microphone for Calling, 1.5 Meter Cable, Soft Ear Cushion, Adjustable Headband, Foldable Ear Cups and Lightweight Design (Black)",799.0,399.0,ZEBRONICS,Zebronics Zeb Storm-BLACK,Black,On Ear,Wired
https://www.amazon.in/Skullcandy-S5PXW-L672-Wireless-Headphone-Speckle/dp/B07HBD45MP/ref=sr_1_22?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386858&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-22,Skullcandy Riff Wireless On-Ear Headphone with Mic (Gray/Speckle/Miami),16879.0,11815.0,Skullcandy,Riff BT,Gray,On Ear,Wireless
https://www.amazon.in/boAt-Bassheads-220-Earphones-Molten/dp/B09WJDPNPR/ref=sr_1_53?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386788&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-53,boAt Bassheads 220 Wired in Ear Earphones with Mic(Molten Orange),999.0,399.0,boAt,Bassheads,Orange,In Ear,Wired
https://www.amazon.in/Sony-Extra-Bass-MDR-XB450AP-Headphones/dp/B07Y2797RG/ref=sr_1_15?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386792&refinements=p_89%3ASONY&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-15,Sony Extra Bass MDR-XB450AP Headphones (Red),697.0,2490.0,Sony,headphones,Red,nan,nan
https://www.amazon.in/Meyaar-Headphones-Microphone-Earphones-Smartphones/dp/B089DM95YK/ref=sr_1_53?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386811&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-53,"Meyaar SPN Earbuds Headphones with Microphone 5 Pack, Earbuds Wired Stereo Earphones in-Ear Headphones Bass Earbuds, for All Smartphones, Fits All 3.5mm Interface Device (2 Black 3 White)",999.0,479.0,Meyaar,SPN,Black,In Ear,wired usb
https://www.amazon.in/Sony-WF-C500-Bluetooth-Wireless-transactions/dp/B09PC6QJHP/ref=sr_1_28?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386794&refinements=p_89%3ASONY&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-28,"Sony WF-C500 Truly Wireless Bluetooth Earbuds with 20Hrs Battery, True Wireless Earbuds with Mic for Phone Calls, Quick Charge, Fast Pair, 360 Reality Audio, Upscale Music - DSEE, App Support - Orange",8990.0,5490.0,Sony,WF-C500,Orange,In Ear,Wireless
https://www.amazon.in/Launched-Bassbuds-Bluetooth-Headphones-Resistant/dp/B0C1PLZ2PN/ref=sr_1_5?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386868&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-5,"PTron Newly Launched Bassbuds Neo TWS Earbuds, HD Mic & TruTalk ENC Calls, Game/Music Modes, 13mm Driver, 35Hrs Playtime, Bluetooth 5.3 Headphones, Type-C Fast Charging & IPX5 Water Resistant (Black)",3199.0,899.0,pTron,Bassbuds,Black,nan,nan
https://www.amazon.in/Sony-Cancellation-Headphones-Multi-Point-Connection/dp/B0BS74M665/ref=sr_1_75?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386852&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-75,"Sony WH-CH720N, Wireless Over-Ear Active Noise Cancellation Headphones with Mic, up to 50 Hours Playtime, Multi-Point Connection, App Support, AUX & Voice Assistant Support for Mobile Phones (White)",14990.0,9990.0,Sony,Noise Cancellation Headphones,White,Over Ear,Wireless
https://www.amazon.in/boAt-Rockerz-450-Pro-Headphones/dp/B08XY16Y6J/ref=sr_1_37?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386847&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-37,"boAt Rockerz 450 Pro Bluetooth On Ear Headphones with Mic with 70 Hours Battery, 40Mm Drivers, Bluetooth V5.0 Padded Ear Cushions, Easy Access Controls and Voice Assistant(Luscious Black)",3990.0,1999.0,boAt,Rockerz 450 Pro,Luscious Black,On Ear,Wireless
https://www.amazon.in/Bassbuds-Vista-Headphones-Cancelation-Assistance/dp/B08S18HVD5/ref=sr_1_49?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386872&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-49,"PTron Bassbuds Vista in Ear True Wireless Bluetooth 5.1 Earbuds with Deep Bass, IPX4 Sweat Resistant, Passive Noise Cancelation, Up to 12Hrs Battery, Voice Assistance with Mic (Black)",2799.0,799.0,pTron,Bassbuds Vista,Black,In Ear,Wireless
https://www.amazon.in/pTron-Bassbuds-Rush-Bluetooth-Assistant/dp/B0BFRK2BZV/ref=sr_1_50?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386872&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-50,"PTron Bassbuds Rush Bluetooth True Wireless in Ear Earbuds with Mic, Gaming 40ms Low Latency, 35Hrs Playtime, Deep Bass, ENC Stereo Call, BT5.3 Headphones, 1-Step Pairing, Voice Assist & IPX4 (Black)",3199.0,1079.0,pTron,Bassbuds Rush,Black,nan,nan
https://www.amazon.in/Bassbuds-Immersive-Lightweight-Headphones-Resistant/dp/B0C18V4VJ3/ref=sr_1_14?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386868&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-14,"PTron Bassbuds B21 Truly Wireless TWS Earbuds with mic, Immersive Sound, Stereo Calls, 24Hrs Playtime, Lightweight BT5.2 Wireless Headphones, Touch Control, Voice Assist & IPX4 Water Resistant (Blue)",2599.0,899.0,pTron,Bassbuds,Blue,nan,nan
https://www.amazon.in/Sony-WH-1000XM5-Wireless-Cancelling-Headphones/dp/B09XS7JWHH/ref=sr_1_7?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386792&refinements=p_89%3ASONY&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-7,"Sony WH-1000XM5 Wireless Industry Leading Active Noise Cancelling Headphones, 8 Mics for Clear Calling, 30Hr Battery, 3 Min Quick Charge = 3 Hours Playback, Multi Point Connectivity, Alexa - Black",34990.0,29990.0,Sony,WH1000XM5/BMIN,Black,Over Ear,Wireless
https://www.amazon.in/PTron-Tangent-Bluetooth-Earphones-Assistant/dp/B0B4F5MSZJ/ref=sr_1_32?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386870&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-32,"PTron Tangent Duo Made in India Bluetooth 5.2 Wireless in-Ear Headphones with Mic, 24Hrs Playback, 13mm Drivers, Deep Bass, Fast Charging Neckband, Voice Assist, IPX4 & in-line Controls (Black/Green)",1899.0,549.0,pTron,Tangent,Black & Green,In Ear,Wireless
https://www.amazon.in/boAt-Airdopes-393ANC-Wireless-Bluetooth/dp/B0BJKFY1W1/ref=sr_1_96?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386789&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-96,"boAt Airdopes 393ANC True Wireless in Ear Earbuds with 32dB Hybrid ANC, Quad Mics with ENx™ Tech, 30 Hours Playback, Beast™ Mode,ASAP™ Charge,Ambient Mode,Bluetooth v5.2 IWP™,IPX5(Rogue Black)",4990.0,2299.0,boAt,Airdopes 393ANC,Rogue Black,In Ear,Bluetooth
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODUyNjYyODIyOTM4MzM1OjE2ODQzODY4NTA6c3BfYnRmOjIwMDMxNTMwMjExNDk4OjowOjo&url=%2FZeb-Duke-101-Supporting-Blue%2Fdp%2FB08VN5YW3R%2Fref%3Dsr_1_70_sspa%3Fcrid%3D26YCJ7VB7YLJ4%26keywords%3Dheadphones%26qid%3D1684386850%26rnid%3D3837712031%26sprefix%3D%252Caps%252C1567%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"ZEBRONICS Zeb Duke 101 Wireless Headphone with Mic, Supporting Bluetooth 5.0, AUX Input Wired Mode, mSD Card Slot, Dual Pairing, On Ear & 12 hrs Play Back time,FM, Media/Call Controls (Blue)",1899.0,957.0,ZEBRONICS,Zeb Duke 101 (Blue),Blue,Over Ear,Wireless
https://www.amazon.in/boAt-Rockerz-330ANC-Bluetooth-Cancellation/dp/B0B58J1RPR/ref=sr_1_78?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386789&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-78,"boAt Rockerz 330ANC Bluetooth in Ear Neckband with Mic, Crystal Bionic Sound Powered by Dirac Opteo, Active Noise Cancellation, 13mm Drivers, ASAP Charge, 24H Playback & ENx Tech(Oceanic Blue).",4999.0,1999.0,boAt,Rockerz 330ANC,Oceanic Blue,In Ear,Wireless
https://www.amazon.in/Bassbuds-Bluetooth-Wireless-Headphones-Playtime/dp/B0B7NTSSBY/ref=sr_1_31?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386870&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-31,"PTron Bassbuds Wave ENC Bluetooth 5.3 Wireless Headphones, 40Hrs Total Playtime, Movie Mode & Deep Bass, Low Latency in-Ear TWS Earbuds, Stereo Calls, Smooth Touch Control & Type-C Charging (Blue)",4599.0,1099.0,pTron,Bassbuds,Blue,nan,nan
https://www.amazon.in/Meyaar-R_Pluss-Earbuds-Earphone-Upgraded/dp/B084B29WNG/ref=sr_1_8?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386807&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-8,Meyaar R_Pluss Metal in-Ear Earbuds with High Bass for All Smartphones Headset with Mic Headphones Wired Earphone with Mic (Black),699.0,89.0,Meyaar,R PLUSS,Charcoal Black,In Ear,wired usb
https://www.amazon.in/Sony-WH-1000XM5-Cancelling-Headphones-Connectivity/dp/B0BZP2H373/ref=sr_1_8?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386792&refinements=p_89%3ASONY&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-8,"Sony WH-1000XM5 Wireless Industry Leading Active Noise Cancelling Headphones,8 Mics for Clear Calling,40Hr Battery,3 Min Quick Charge = 3 Hours Playback,Multi Point Connectivity,Alexa - Mid Night Blue",34990.0,29501.0,Sony,WH-1000XM5,Mid Night Blue,Over Ear,Wireless
https://www.amazon.in/Wings-Launched-Ergonomic-Playtime-Controls/dp/B0BVBQLB36/ref=sr_1_37?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386856&refinements=p_89%3AWings&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-37,"Wings Newly Launched Phantom 345 Best Low Latency 40ms Earbuds, Sync App Support, Ergonomic Case, 50 Hours Playtime, in Ear Airpods with Quad ENC Mic &Touch Controls TWS",2999.0,1499.0,Wings,Phantom 345,Black,nan,nan
https://www.amazon.in/Skullcandy-Jib-Mic1-Sunset-Black/dp/B07DGK9M6P/ref=sr_1_49?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386862&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-49,Skullcandy Jib (S2DUY-L674) Wired In Ear Earphone with Mic (Sunset/Black),1999.0,729.0,Skullcandy,Jib with Mic,black,In Ear,Wired
https://www.amazon.in/Skullcandy-Dime-True-Wireless-Earbuds/dp/B0B52R724D/ref=sr_1_101?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386866&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-101,Skullcandy Dime 2 True Wireless in-Ear Earbuds - Take a Hike (Multicolor),9558.0,6558.0,Skullcandy,Dime 2,Multicolour,In Ear,Bluetooth
https://www.amazon.in/JBL-Wireless-Headphones-Bluetooth-Assistant/dp/B08QTVL6C5/ref=sr_1_65?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386850&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-65,"JBL Tune 510BT, On Ear Wireless Headphones with Mic, up to 40 Hours Playtime, Pure Bass, Quick Charging, Dual Pairing, Bluetooth 5.0 & Voice Assistant Support for Mobile Phones (Blue)",3999.0,2899.0,JBL,Tune,Blue,On Ear,Bluetooth 5.0
https://www.amazon.in/Sony-WH-1000XM4-Cancelling-Headphones-Bluetooth/dp/B0863TXGM3/ref=sr_1_4?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386792&refinements=p_89%3ASONY&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-4,"Sony WH-1000XM4 Industry Leading Wireless Noise Cancellation Bluetooth Over Ear Headphones with Mic for Phone Calls, 30 Hours Battery Life, Quick Charge, AUX, Touch Control and Voice Control - Black",29990.0,22990.0,Sony,Headphones,Black,Over Ear,"Wireless, Bluetooth 5.0"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MTk3NzY5OTY5OTM3NDI0OjE2ODQzODY4NTI6c3BfbXRmOjIwMTUyNTQwNjYwNDk4OjowOjo&url=%2FAudio-Technica-ATH-M20x-Over-Ear-Professional-Headphones%2Fdp%2FB00HVLUR18%2Fref%3Dsr_1_71_sspa%3Fcrid%3D26YCJ7VB7YLJ4%26keywords%3Dheadphones%26qid%3D1684386852%26rnid%3D3837712031%26sprefix%3D%252Caps%252C1567%26sr%3D8-71-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Audio-Technica Ath-M20X Wired Over Ear Headphones Without Mic (Black),7453.0,4499.0,Audio-Technica,ATH-M20X,Black,nan,nan
https://www.amazon.in/Pride-Lite-Headphones-Cancelling-Tangle-Free/dp/B08SF85H45/ref=sr_1_29?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386870&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-29,"PTron Pride Lite HBE (High Bass Earphones) in Ear Wired Earphones with Mic, 10mm Powerful Driver for Stereo Audio, Noise Cancelling Headset with 1.2m Tangle-Free Cable & 3.5mm Aux - (Black)",899.0,229.0,pTron,Pride Lite,Black,In Ear,Wired
https://www.amazon.in/Zebronics-Zeb-Bang-Bluetooth-Headphone-Assistant/dp/B07YNV5Q1N/ref=sr_1_74?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386852&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-74,"Zebronics-Bang over the ear headphones with Foldable Design and Bluetooth v5.0 headphones, Providing up to 20h* Playback(Red)",1799.0,744.0,ZEBRONICS,Zeb-Bang,Red,Over Ear,Wireless
https://www.amazon.in/Skullcandy-Jib-Earbuds-Cobalt-Blue/dp/B088NFS4T1/ref=sr_1_8?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386858&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-8,Skullcandy Jib Wired in Ear Earbuds with Microphone- Cobalt Blue,999.0,799.0,Skullcandy,Jib with Mic,Cobalt Blue,In Ear,Wired
https://www.amazon.in/Meyaar-Pluss-RP-2208-Handsfree-Headphones/dp/B09613FCNH/ref=sr_1_79?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386812&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-79,Meyaar Pluss RP-2208 Series Wired Handsfree Stereo Earphones in-Ear Headphones Bass Earbuds (2 Pack| White),999.0,269.0,Meyaar,Meyaar,White,In Ear,Wired
