product_link,Title,Actual_Price,Selling_Price,Brand,Model Name,Colour,Headphones form factor,Connector Type,Form Factor,Connectivity technologies,Material,Compatible Devices,Item Dimensions LxWxH,Connectivity Technology,Wireless Communication Technology,Special Feature,Mounting Hardware,Series,Included Components
https://www.amazon.in/Sony-Extra-MDR-XB450AP-Headphones-Black/dp/B00SISEOLC/ref=sr_1_24?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386843&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-24,Sony Extra Bass MDR-XB450AP On-Ear Wired Headphones with Mic (Black),"₹2,490","2,016",Sony,MDR-XB450AP,Black,On Ear,Wired,,,,,,,,,,,
https://www.amazon.in/Renewed-Skullcandy-S2TDW-M003-Wireless-Earbuds/dp/B0813XDMZS/ref=sr_1_99?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386866&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-99,(Renewed) Skullcandy Sesh S2TDW-M003 Truly Wireless Bluetooth In Ear Earbuds with Mic (Black),NaN,,Skullcandy,S2TDW M003,Black,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODIzNTQyMjE5NjIwNjc4OjE2ODQzODY4NDY6c3BfbXRmOjIwMTUyMjQyNTU5MDk4OjowOjo&url=%2FSuper-Rockerz-400-Bluetooth-Headphones%2Fdp%2FB01FSYQ3XA%2Fref%3Dsr_1_27_sspa%3Fcrid%3D26YCJ7VB7YLJ4%26keywords%3Dheadphones%26qid%3D1684386846%26rnid%3D3837712031%26sprefix%3D%252Caps%252C1567%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,boAt Rockerz 400 Bluetooth On Ear Headphones with Mic with Upto 8 Hours Playback & Soft Padded Ear Cushions(Black/Red),"₹2,990","1,099",boAt,Rockerz,Black/Red,On Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/boAt-Airdopes-Bluetooth-Headphones-Integrated/dp/B0BK8NMNCX/ref=sr_1_95?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386789&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-95,"boAt Airdopes 181 True Wireless Earbuds with ENx™ Tech, Beast™ Mode for Gaming & Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, Integrated Controls and Dual Modes",NaN,,boAt,Airdopes 181,Carbon Black,In Ear,वायरलस,,,,,,,,,,,
https://www.amazon.in/Bassbuds-Tango-Environmental-Cancellation-Headphones/dp/B09KYGMHL9/ref=sr_1_41?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386870&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-41,"PTron Bassbuds Tango ENC Bluetooth Truly Wireless in Ear Earbuds with mic, Movie Mode, 40Hrs Playtime, Bluetooth Headphones 5.1, Deep Bass, Touch Control TWS Earbuds & Type-C Fast Charging (White)","₹3,999",989,pTron,Bassbuds,White,,,In Ear,Wireless,,,,,,,,,
https://www.amazon.in/Boat-BassHeads-100-Inspired-Earphones/dp/B07GQD4K6L/ref=sr_1_30?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386846&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-30,boAt Bassheads 100 in Ear Wired Earphones with Mic(Furious Red),₹999,399,boAt,BassHeads 100,Furious Red,In Ear,Wired,,,,,,,,,,,
https://www.amazon.in/Phantom-Earbuds-Latency-Bluetooth-Earphones/dp/B09YD9MDLZ/ref=sr_1_33?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386856&refinements=p_89%3AWings&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-33,"Wings Phantom 250 Gaming TWS Earbuds, with 40ms Low Latency, Bluetooth 5.2, 13mm Drivers, AAC Codec Support Earphones(Black)","₹2,999",999,Wings,Phantom 250,Red Black,,,In Ear,Wireless,,,,,,,,,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDAwMDQ0MDM4MDg5NjE6MTY4NDM4Njg3MDpzcF9tdGY6MjAwNTgzNjIwNTYyMDY6OjA6Og&url=%2FPTron-Boom-Ultima-V2-Tangle-free%2Fdp%2FB08NKWXMGM%2Fref%3Dsr_1_32_sspa%3Fcrid%3D26YCJ7VB7YLJ4%26keywords%3Dheadphones%26qid%3D1684386870%26refinements%3Dp_89%253APTron%26rnid%3D3837712031%26s%3Delectronics%26sprefix%3D%252Caps%252C1567%26sr%3D1-32-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"PTron Boom Ultima V2 Dual Driver, in Ear Gaming Wired Earphones with Mic, Volume Control, Passive Noise Cancelling Boom 3 with 3.5mm Audio Jack & 1.2M Tangle-Free Cable (Black)","₹1,900",399,pTron,Boom Ultima V2,Black,,,In Ear,Wired,,,,,,,,,
https://www.amazon.in/Sony-MDR-EX15AP-Stereo-Headphones-Black/dp/B00ILAA0QU/ref=sr_1_10?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386792&refinements=p_89%3ASONY&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-10,Sony MDR-EX15AP EX In-Ear Wired Stereo Headphones with Mic (Black),₹890,779,Sony,MDR-EX15AP,Black,In Ear,Wired,,,,,,,,,,,
https://www.amazon.in/Airdopes-181-Bluetooth-Wireless-Signature/dp/B09PL677CS/ref=sr_1_92?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386789&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-92,"boAt Airdopes 181 in-Ear True Wireless Earbuds with ENx Tech, Beast Mode(Low Latency Upto 60ms) for Gaming, with Mic, ASAP Charge, 20H Playtime, Bluetooth v5.2, IPX4 & IWP (Bold Blue)","₹2,990","1,299",boAt,Airdopes 181,Bold Blue,In Ear,Bluetooth 5.2,,,,,,,,,,,
https://www.amazon.in/Bassbuds-Tango-Environmental-Cancellation-Headphones/dp/B09KYDNSHC/ref=sr_1_42?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386870&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-42,"PTron Bassbuds Tango ENC Bluetooth Truly Wireless in Ear Earbuds with mic, Movie Mode, 40Hrs Playtime, Bluetooth Headphones 5.1, Deep Bass, Touch Control TWS Earbuds & Type-C Fast Charging (Black)","₹3,999",849,pTron,Bassbuds,Jet Black,,,In Ear,Wireless,,,,,,,,,
https://www.amazon.in/Bassbuds-Bluetooth-Immersive-Lightweight-Assistance/dp/B0B9SVCYJD/ref=sr_1_33?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386870&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-33,"PTron Bassbuds B21 Bluetooth 5.2 Truly Wireless TWS Earbuds with mic, Immersive Sound, Stereo Calls, 24Hrs Playtime, Lightweight Headphones, Touch Control, Voice Assistance & IPX4 (Black)","₹2,599",775,pTron,Bassbuds B21,Black,,,In Ear,Wireless,,,,,,,,,
https://www.amazon.in/BassHeads-225-Super-Extra-Headphones/dp/B01M9C51T9/ref=sr_1_58?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386850&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-58,"boAt BassHeads 225 in-Ear Super Extra Bass Wired Headphones, with Mic (Black)",₹999,699,boAt,Bassheads,Black,In Ear,Wired,,,,,,,,,,,
https://www.amazon.in/Skullcandy-Wireless-Resistant-Microphones-Noise-Isolating/dp/B08VSD2LGZ/ref=sr_1_98?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386866&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-98,Skullcandy Jib True Wireless in-Ear Earbud-Black Orange,"₹8,999","3,299",Skullcandy,Jib TWS,Black Orange,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Wings-Wireless-Earphones-Headphones-Bluetooth/dp/B0BMF3S7YB/ref=sr_1_12?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386854&refinements=p_89%3AWings&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-12,"Wings Phantom 760 Wireless Earphones, Earbuds with Low Latency 40 ms, Sync App Support, Gaming Designed case with LED Lights, Bullet ChargeTM Headphones, Bluetooth 5.3 TWS Airpods","₹2,999","1,399",Wings,Phantom,Grey,,,In Ear,Wireless,,,,,,,,,
https://www.amazon.in/ZEBRONICS-Launched-Bluetooth-Wireless-Assistant/dp/B0BLK7XVPX/ref=sr_1_58?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386800&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-58,"ZEBRONICS Newly Launched Yoga 9 with 45 Hours Backup, Bluetooth v5.2 Wireless Neckband, ENC Calling, Gaming Mode (Upto 50ms), Voice Assistant, Dual Pairing, Splash Proof and Type C (Black)","₹2,999",773,ZEBRONICS,Zeb Yoga 9 - Black,Black,In Ear,Bluetooth,,,,,,,,,,,
https://www.amazon.in/Replacement-Headphone-Compatible-Headphones-High-Quality/dp/B09TDFQ891/ref=sxin_16_aspa_sqa?c_c=305688195&content-id=amzn1.sym.d6fc18b9-350a-43ef-bbf0-8a0340d151dd%3Aamzn1.sym.d6fc18b9-350a-43ef-bbf0-8a0340d151dd&crid=26YCJ7VB7YLJ4&cv_ct_cx=headphones&keywords=headphones&pd_rd_i=B09TDFQ891&pd_rd_r=1cb6f1c2-74bd-4363-9b5b-5c49829fd815&pd_rd_w=fkLi0&pd_rd_wg=1uKe7&pf_rd_p=d6fc18b9-350a-43ef-bbf0-8a0340d151dd&pf_rd_r=0QJBXCMCN5JZQVSGJFJW&qid=1684386807&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=%2Caps%2C1567&sr=1-8-9e85f757-0438-470e-8160-8465beaa22d5,"Crysendo 70mm Protein Leather Cushions | Replacement Headphone Ear Pads | 1.5cm Thick Replacement Headphone Ear Pads| Compatible with Phi-lips SHL 3000, shb5500, SHB 3060 Headphones Cushion | High-Quality Protein Leather & Memory Foam Earpad (Black)",₹849,449,CRYSENDO,,sony CH 500,,,,,Faux Leather,Headphones,20 x 15 x 5 Centimeters,,,,,,
https://www.amazon.in/Skullcandy-Wireless-Resistant-Charging-Tracking/dp/B086K4KWW3/ref=sr_1_54?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386862&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-54,Skullcandy Indy Fuel Truly Wireless Bluetooth in Ear Earbuds with Mic (Chill Grey),"₹14,999","6,599",Skullcandy,Indy Fuel,Chill Grey,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Replacement-Headphone-Compatible-Headphones-High-Quality/dp/B09TDFQ891/ref=sxin_16_aspa_sqa?c_c=305688195&content-id=amzn1.sym.d6fc18b9-350a-43ef-bbf0-8a0340d151dd%3Aamzn1.sym.d6fc18b9-350a-43ef-bbf0-8a0340d151dd&crid=26YCJ7VB7YLJ4&cv_ct_cx=headphones&keywords=headphones&pd_rd_i=B09TDFQ891&pd_rd_r=a46c679d-f1f1-411c-89ac-a5fc23a33e7c&pd_rd_w=cYK1X&pd_rd_wg=QuhMG&pf_rd_p=d6fc18b9-350a-43ef-bbf0-8a0340d151dd&pf_rd_r=4YD95A732J1W2D7JV1T3&qid=1684386796&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=%2Caps%2C1567&sr=1-8-9e85f757-0438-470e-8160-8465beaa22d5,"Crysendo 70mm Protein Leather Cushions | Replacement Headphone Ear Pads | 1.5cm Thick Replacement Headphone Ear Pads| Compatible with Phi-lips SHL 3000, shb5500, SHB 3060 Headphones Cushion | High-Quality Protein Leather & Memory Foam Earpad (Black)",₹849,449,CRYSENDO,,sony CH 500,,,,,Faux Leather,Headphones,20 x 15 x 5 Centimeters,,,,,,
https://www.amazon.in/boAt-Bass-Heads-225-Headphones/dp/B073XGT189/ref=sr_1_78?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386852&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-78,boAt Bass Heads 225 in-Ear Wired Headphones with Mic (Neon Lime),NaN,499,boAt,Bassheads,Neon Lime,In Ear,Wired,,,,,,,,,,,
https://www.amazon.in/Zebronics-Zeb-Sound-Playback-Controls-Assistant/dp/B098XT65BC/ref=sr_1_49?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386800&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-49,"ZEBRONICS Zeb-Sound Bomb 1 TWS Earbuds with BT5.0, Up to 12H Playback, Touch Controls, Voice Assistant, Splash Proof with Type C Portable Charging Case (Black)","₹2,499",799,ZEBRONICS,ZEB-SOUND BOMB 1 - BLACK,black,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Skullcandy-S2DUYK-441-Jib-White-Black/dp/B075F5X8BR/ref=sr_1_33?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386860&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-33,Skullcandy Jib Wired In-Earphone with Mic (White/Black),"₹1,999",699,Skullcandy,Jib with Mic,black,In Ear,Wired,,,,,,,,,,,
https://www.amazon.in/Meyaar-Alpha-2-Ultralight-Weight-Headphones/dp/B09FKNRQ3K/ref=sr_1_31?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386809&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-31,Meyaar Alpha-2 Ultralight Weight Wired On Ear Headphones with Mic (Golden Black),"₹1,499",399,Meyaar,Alpha-2,Golden Black,On Ear,Wired,,,,,,,,,,,
https://www.amazon.in/Skullcandy-Wireless-Resistant-Microphones-Noise-Isolating/dp/B08VSD1D45/ref=sr_1_98?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386866&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-98,"Skullcandy Jib True Wireless Earbuds with 22 Hours Total Battery, IPX4 Sweat and Water Resistant, Use Either Bud Solo, Dual Microphones, Noise-Isolating Fit,Call, Track and Volume Control (Golden Red)","₹8,999","3,299",Skullcandy,Jib TWS,Golden Red,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Meyaar-Earphones-Isolating-Microphones-Headphones/dp/B08HL582RF/ref=sr_1_76?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386812&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-76,"Meyaar SP Dual Driver Earphones,6D Sound High End Sport Earbuds Noise Isolating Deep Bass in Ear Earphones with Microphones Headphones with Volume Control (Metal Whiite)",₹999,249,Meyaar,SP Dual,Metal Whiite,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Skullcandy-Wireless-Resistant-Tracking-S2TVW-N896/dp/B0857JLRFJ/ref=sr_1_62?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386862&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-62,Skullcandy Sesh Evo Truly Wireless Bluetooth in Ear Earbuds with Mic (Black),"₹9,999","4,199",Skullcandy,Sesh Evo,Black,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/JBL-C50HI-Ear-Headphones-Black/dp/B07JQKQ91F/ref=sr_1_13?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386843&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-13,"JBL C50HI, Wired in Ear Headphones with Mic, One Button Multi-Function Remote, Lightweight & Comfortable fit (Black)",₹999,449,JBL,C50HI,Black,In Ear,3.5 mm Jack,,,,,,,,,,,
https://www.amazon.in/Renewed-Skullcandy-Wireless-Earphone-Electric/dp/B08XLWFFHH/ref=sr_1_59?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386862&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-59,(Renewed) Skullcandy Jib Plus Wireless in-Earphone with Mic (Electric Yellow),NaN,,Skullcandy,Skullcandy Jib Plus,Electric Yellow,In Ear,Bluetooth,,,,,,,,,,,
https://www.amazon.in/Skullcandy-True-Wireless-Earbuds-Chill/dp/B09VM6ZRDK/ref=sr_1_64?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386862&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-64,Skullcandy Jib True 2 Wireless in-Ear Earbuds - Chill Gray,"₹9,999","3,299",Skullcandy,JIB TWS-2,Chill Gray,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Airdopes-181-Bluetooth-Wireless-Playtime/dp/B09NYKZ7M8/ref=sr_1_79?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386789&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-79,"boAt Airdopes 181 in-Ear True Wireless Earbuds with ENx Tech, Beast Mode(Low Latency Upto 60ms) for Gaming, with Mic, ASAP Charge, 20H Playtime, Bluetooth v5.2, IPX4 & IWP (Carbon Black)","₹2,990","1,499",boAt,Airdopes 181,Carbon Black,In Ear,Bluetooth 5.2,,,,,,,,,,,
https://www.amazon.in/Zebronics-Zeb-Bro-Wired-Earphone/dp/B07T5DKR5D/ref=sr_1_3?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386796&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-3,"ZEBRONICS Zeb-Bro in Ear Wired Earphones with Mic, 3.5mm Audio Jack, 10mm Drivers, Phone/Tablet Compatible(Black)",₹399,159,ZEBRONICS,Zeb-Bro,Black,In Ear,Wired,,,,,,,,,,,
https://www.amazon.in/PTron-Boom-Ultima-V2-Tangle-free/dp/B08NKWXMGM/ref=sr_1_22?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386868&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-22,"PTron Boom Ultima V2 Dual Driver, in Ear Gaming Wired Earphones with Mic, Volume Control, Passive Noise Cancelling Boom 3 with 3.5mm Audio Jack & 1.2M Tangle-Free Cable (Black)","₹1,900",399,pTron,Boom Ultima V2,Black,,,In Ear,Wired,,,,,,,,,
https://www.amazon.in/Skullcandy-Dime-Wireless-Earbuds-Black/dp/B09NPCLNMN/ref=sr_1_38?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386860&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-38,Skullcandy Dime 2 in-Ear True Wireless Earbuds with Mic (Black),"₹7,999","2,699",Skullcandy,Dime 2 TWS,Black,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/PTron-Bassbuds-Environmental-Cancellation-Headphones/dp/B0B7NSLQ5F/ref=sr_1_40?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386870&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-40,"PTron Bassbuds Tango ENC Bluetooth Truly Wireless in Ear Earbuds with mic, Movie Mode, 40Hrs Playtime, Bluetooth Headphones 5.1, Deep Bass, Touch Control TWS Earbuds & Type-C Fast Charging (Blue)","₹3,999","1,099",pTron,Bassbuds,Blue,,,In Ear,Wireless,,,,,,,,,
https://www.amazon.in/Airdopes-121v2-Bluetooth-Immersive-Assistant/dp/B08JQN8DGZ/ref=sr_1_38?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386787&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-38,"boAt Airdopes 121v2 in-Ear True Wireless Earbuds with Upto 14 Hours Playback, 8MM Drivers, Battery Indicators, Lightweight Earbuds & Multifunction Controls (Active Black, with Mic)","₹2,990","1,245",boAt,Airdopes 121v2,Active Black,In Ear,Bluetooth 5.0,,,,,,,,,,,
https://www.amazon.in/boAt-Airdopes-Wireless-Bassheads-Earphones/dp/B0BR3WL6K6/ref=sr_1_108?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386791&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-108,"boAt Airdopes 141 True Wireless in Ear Earbuds with mic, 42H Playtime, Beast Mode(Low Latency 80ms) for Gaming, ENx Tech, ASAP Charge(Pure White) & Bassheads 242 in Ear Wired Earphones",NaN,,boAt,Airdopes 141,Pure White,In Ear,वायरलस,,,,,,,,,,,
https://www.amazon.in/Zebronics-Zeb-Buds-30-Multifunction-Lightweight/dp/B09SGGN3VY/ref=sr_1_77?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386802&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-77,"ZEBRONICS Zeb-Buds 30 3.5Mm Stereo Wired in Ear Earphones with Mic for Calling, Volume Control, Multifunction Button, 14Mm Drivers, Stylish Eartip,1.2 Meter Durable Cable and Lightweight Design(Blue)",₹499,399,ZEBRONICS,Zeb-Buds 30 (Blue),Blue,In Ear,Wired,,,,,,,,,,,
https://www.amazon.in/Meyaar-Alpha-2-Ultralight-Weight-Headphones/dp/B09FKNFX5F/ref=sr_1_33?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386809&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-33,Meyaar Alpha-2 Ultralight Weight Wired On Ear Headphones with Mic (Carbon Black),"₹1,499",399,Meyaar,Alpha-2,Carbon Black,On Ear,Wired,,,,,,,,,,,
https://www.amazon.in/Mivi-Earbuds-Playtime-Wireless-Assistant/dp/B0B2PJDPX7/ref=sr_1_57?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386850&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-57,"Mivi DuoPods A350 Earbuds- 50hrs Playtime * *New Launch** True Wireless Earbuds with Rich Bass,13mm Dynamic Drivers, Fast Charging, Made in India, Half in Ear, Metallic Shades, Voice Assistant- Blue","₹2,999","1,299",Mivi,Duopods A40,Blue,,,In Ear,Wireless,,,,,,,,,
https://www.amazon.in/Infinity-Glide-500-Wireless-Headphones/dp/B07W6NDVSR/ref=sr_1_76?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386852&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-76,"Infinity (JBL Glide 500, 20 Hrs Playtime with Quick Charge, Wireless On Ear Headphone with Mic, Deep Bass, Dual Equalizer, Bluetooth 5.0 with Voice Assistant Support (Blue)","₹3,499","1,599",Infinity,Glide,Blue,On Ear,"Wireless, Bluetooth 5.0",,,,,,,,,,,
https://www.amazon.in/Zebronics-Zeb-Sound-G1-Earbuds-Assistant/dp/B09NQ5B8W3/ref=sr_1_76?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386802&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-76,"ZEBRONICS Sound Bomb G1 Gaming Bluetooth True Wireless Stereo in Ear Earbuds, 50Ms Low Latency, AAC Support, Flash Connect, Deep Bass, Splash Proof, Voice Assistant, Bt V5.0 with Mic (Black + Red)","₹3,999",835,ZEBRONICS,ZEB-SOUND BOMB G1 (BLACK + RED),Black+Red,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/boAt-Bassheads-242-Wired-Earphones/dp/B08GG978NG/ref=sr_1_56?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386788&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-56,boAt Bassheads 242 in Ear Wired Earphones with Mic(Red),"₹1,490",599,boAt,Bassheads 242,Red,In Ear,3.5 mm Jack,,,,,,,,,,,
https://www.amazon.in/Meyaar-Samsung-Earphone-Android-White/dp/B0844PTDBY/ref=sr_1_84?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386812&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-84,Meyaar Sunshine YS for Headset Earphone with High Bass Clear Mic for Calling with 3.5 mm Jack Earphone for Android Mobiles Wired Headset with Mic,₹999,99,Meyaar,Sunshine YS,White,In Ear,wired usb,,,,,,,,,,,
https://www.amazon.in/Renewed-Skullcandy-Dime-Wireless-Earbuds/dp/B09YM496M2/ref=sr_1_51?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386862&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-51,(Renewed) Skullcandy Dime 2 True Wireless Earbuds (Dark Blue),NaN,,Skullcandy,Dime 2 TWS,Blue,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Launched-Wings-Playtime-Bluetooth-Resistance/dp/B09PTCL27V/ref=sr_1_28?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386856&refinements=p_89%3AWings&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-28,"Wings Phantom 105 Wireless in Ear Earbuds with Mic, RGB LED Gaming Design. 60 Hours Mega Playtime, 13 mm HD BASS Drivers, ENC Clarity, 5.1 Bluetooth, IPX 5 Resistance Gaming Earbuds (Black)","₹3,599","1,099",Wings,WL-PHANTOM105-BLK,Black,,,In Ear,Wireless,,,,,,,,,
https://www.amazon.in/CERTIFIED-REFURBISHED-Sony-MDR-XB650BT-Headphones/dp/B07B1HVSVL/ref=sr_1_17?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386792&refinements=p_89%3ASONY&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-17,(Renewed) Sony Extra Bass MDR-XB650BT Wireless Headphones (Blue),NaN,,Sony,,Blue,Over Ear,bluetooth,,,,,,,Bluetooth,,,,
https://www.amazon.in/Philips-TAE1136-Headphones-TAE1136BK-94/dp/B092HN3SPJ/ref=sr_1_31?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386846&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-31,"PHILIPS Audio TAE1136 Wired in Ear Earphones with Built in Mic, 10 mm Driver, Powerful bass and Clear Sound",₹699,269,Philips Audio,TAE1136BK/94,Black,In Ear,Wired,,,,,,,,,,,
https://www.amazon.in/Meyaar-Headphones-Microphone-Earphones-Smartphones/dp/B08CG64Q3Y/ref=sr_1_32?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386809&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-32,"Meyaar RPlus Earbuds Headphones with Microphone Pack of 2, Earbuds Wired Stereo Earphones in-Ear Headphones Bass Earbuds, for iOS and Android Smartphones, MP3 Players (Black + White)",₹999,259,Meyaar,R PLUS,Black,In Ear,wired usb,,,,,,,,,,,
