product_link,Title,Actual_Price,Selling_Price,Brand,Model Name,Colour,Headphones form factor,Connector Type,Form Factor,Connectivity technologies,Material,Compatible Devices,Item Dimensions LxWxH,Connectivity Technology,Wireless Communication Technology,Special Feature,Mounting Hardware,Series,Included Components
https://www.amazon.in/Sony-WH-1000XM5-Wireless-Cancelling-Headphones/dp/B09XS7JWHH/ref=sxin_16_aspa_sqa?c_c=282350261&content-id=amzn1.sym.d6fc18b9-350a-43ef-bbf0-8a0340d151dd%3Aamzn1.sym.d6fc18b9-350a-43ef-bbf0-8a0340d151dd&crid=26YCJ7VB7YLJ4&cv_ct_cx=headphones&keywords=headphones&pd_rd_i=B09XS7JWHH&pd_rd_r=b2f2f5bd-76ad-4352-9702-e585710d5752&pd_rd_w=sUiqf&pd_rd_wg=RSqcu&pf_rd_p=d6fc18b9-350a-43ef-bbf0-8a0340d151dd&pf_rd_r=963PWRM62AEV4T1WB0M1&qid=1684386792&refinements=p_89%3ASONY&rnid=3837712031&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=%2Caps%2C1567&sr=1-5-9e85f757-0438-470e-8160-8465beaa22d5,"Sony WH-1000XM5 Wireless Industry Leading Active Noise Cancelling Headphones, 8 Mics for Clear Calling, 30Hr Battery, 3 Min Quick Charge = 3 Hours Playback, Multi Point Connectivity, Alexa - Black","₹34,990","29,990",Sony,WH1000XM5/BMIN,Black,Over Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Zeb-Duke-101-Supporting-Grey/dp/B08VN76G5F/ref=sr_1_15?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386796&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-15,"ZEBRONICS Zeb Duke 101 Wireless Headphone with Mic, Supporting Bluetooth 5.0, AUX Input Wired Mode, mSD Card Slot, Dual Pairing, Over The Ear & 12 hrs Play Back time,FM, Media/Call Controls (Grey)","₹1,899",957,ZEBRONICS,Zeb Duke 101 (Grey),Grey,Over Ear,"Wireless, Wired",,,,,,,,,,,
https://www.amazon.in/Meyaar-Abhinandan-Handsfree-Earphones-Headphones/dp/B096139LXN/ref=sr_1_80?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386812&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-80,"Meyaar Beex Abhinandan + RP-2208 Wired Handsfree Stereo Earphones in-Ear Headphones Bass Earbuds, Headset with Mic (2 Pack| White)",₹999,259,Meyaar,Meyaar,White,In Ear,Wired,,,,,,,,,,,
https://www.amazon.in/Zebronics-Zeb-Evolve-Wireless-Gray/dp/B08VGQ159Z/ref=sr_1_67?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386852&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-67,"ZEBRONICS Zeb Evolve Wireless Bluetooth in Ear Neckband Earphone, Rapid Charge, Dual Pairing, Magnetic earpiece,Voice Assistant with Mic (Gray)","₹1,499",499,ZEBRONICS,Zeb Evolve (Gray),Gray,In Ear,Bluetooth,,,,,,,,,,,
https://www.amazon.in/PLUSPOINT-Headphone-Different-Cartoon-Quality/dp/B097PYJMWL/ref=sxin_16_aspa_sqa?c_c=305688195&content-id=amzn1.sym.d6fc18b9-350a-43ef-bbf0-8a0340d151dd%3Aamzn1.sym.d6fc18b9-350a-43ef-bbf0-8a0340d151dd&crid=26YCJ7VB7YLJ4&cv_ct_cx=headphones&keywords=headphones&pd_rd_i=B097PYJMWL&pd_rd_r=52559715-70f6-44d1-b1d7-553896a7b7bc&pd_rd_w=oeEgo&pd_rd_wg=hI7Iv&pf_rd_p=d6fc18b9-350a-43ef-bbf0-8a0340d151dd&pf_rd_r=CR4JW8K5RC8A5C51QT79&qid=1684386858&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=%2Caps%2C1567&sr=1-2-9e85f757-0438-470e-8160-8465beaa22d5,PLUSPOINT Kids Headphone with Different Themes | Funny Cute Cartoon Models for Girls with Wire | high Sound Quality | Premium Finish | No harm to Kids Ears,₹999,422,PLUSPOINT,,Multi,,Wired,,,,,,,,collapsible,Toy and Box,,
https://www.amazon.in/Bassbuds-Duo-Headphones-Water-Resistant-Assistance/dp/B09DD9SX9Z/ref=sr_1_42?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386847&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-42,"pTron Bassbuds Duo in Ear Earbuds with 32Hrs Total Playtime, Bluetooth 5.1 Wireless Headphones, Stereo Audio, Touch Control TWS, with Mic, Type-C Fast Charging, IPX4 & Voice Assistance (Black)","₹2,599",899,pTron,Bassbuds,Midnight Black,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/CrossBeats-Roar-Headphones-Cancelling-Bluetooth/dp/B0BN1MBWV2/ref=sxin_16_aspa_sqa?c_c=282350261&content-id=amzn1.sym.d6fc18b9-350a-43ef-bbf0-8a0340d151dd%3Aamzn1.sym.d6fc18b9-350a-43ef-bbf0-8a0340d151dd&crid=26YCJ7VB7YLJ4&cv_ct_cx=headphones&keywords=headphones&pd_rd_i=B0BN1MBWV2&pd_rd_r=1cb6f1c2-74bd-4363-9b5b-5c49829fd815&pd_rd_w=fkLi0&pd_rd_wg=1uKe7&pf_rd_p=d6fc18b9-350a-43ef-bbf0-8a0340d151dd&pf_rd_r=0QJBXCMCN5JZQVSGJFJW&qid=1684386807&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=%2Caps%2C1567&sr=1-1-9e85f757-0438-470e-8160-8465beaa22d5,"CrossBeats Roar Hybrid ANC Headphones with 35db Active Noise Cancelling, Bluetooth Wireless Over Ear Headphones, 70hours Playtime,Fast Charge, Ambient Sound Mode,40mm Driver, Built-in Equalizer Black","₹9,999","2,999",CrossBeats,Roar,Free,Over Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/boAt-Airdopes-Bluetooth-Headphones-Integrated/dp/B0BK8NMNCX/ref=sr_1_107?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386791&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-107,"boAt Airdopes 181 True Wireless Earbuds with ENx™ Tech, Beast™ Mode for Gaming & Rockerz 450 Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, Integrated Controls and Dual Modes",NaN,,boAt,Airdopes 181,Carbon Black,In Ear,वायरलस,,,,,,,,,,,
https://www.amazon.in/Skullcandy-Method-Cancellation-Wireless-Earphone/dp/B07VPX57Q4/ref=sr_1_82?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386864&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-82,Skullcandy Method Active Noise Cancellation Wireless Earphone (Black/Black/Gray),"₹10,800","6,134",Skullcandy,Method ANC,Black,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Skullcandy-Wireless-Earbuds-Battery-Resistant/dp/B08X12YLZK/ref=sr_1_61?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386862&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-61,Skullcandy Push Active True Wireless in Ear Earbuds with 44 Hours Total Battery & IP55 Sweat and Water Resistant (Light Gray Blue),"₹13,999","5,999",Skullcandy,Push Active,Orange Black,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Skullcandy-Wireless-Resistant-Microphones-Noise-Isolating/dp/B08GN9Q48R/ref=sr_1_99?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386866&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-99,"Skullcandy Jib Bluetooth Truly Wireless in Ear Earbuds with Mic Dual with 22 Hours Total Battery, Ipx4 Sweat and Water Resistant, Noise-Isolating Fit,Call, Track and Volume Control (Chill Grey)","₹8,999","3,299",Skullcandy,Jib True Wireless Earbuds,Chill Grey,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Sony-WH-1000XM5-Wireless-Cancelling-Headphones/dp/B09XS7JWHH/ref=sxin_16_aspa_sqa?c_c=282350261&content-id=amzn1.sym.d6fc18b9-350a-43ef-bbf0-8a0340d151dd%3Aamzn1.sym.d6fc18b9-350a-43ef-bbf0-8a0340d151dd&crid=26YCJ7VB7YLJ4&cv_ct_cx=headphones&keywords=headphones&pd_rd_i=B09XS7JWHH&pd_rd_r=a46c679d-f1f1-411c-89ac-a5fc23a33e7c&pd_rd_w=cYK1X&pd_rd_wg=QuhMG&pf_rd_p=d6fc18b9-350a-43ef-bbf0-8a0340d151dd&pf_rd_r=4YD95A732J1W2D7JV1T3&qid=1684386796&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=%2Caps%2C1567&sr=1-5-9e85f757-0438-470e-8160-8465beaa22d5,"Sony WH-1000XM5 Wireless Industry Leading Active Noise Cancelling Headphones, 8 Mics for Clear Calling, 30Hr Battery, 3 Min Quick Charge = 3 Hours Playback, Multi Point Connectivity, Alexa - Black","₹34,990","29,990",Sony,WH1000XM5/BMIN,Black,Over Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/JBL-C50HI-Ear-Headphones-Blue/dp/B07JQKR35P/ref=sr_1_53?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386850&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-53,"JBL C50HI, Wired in Ear Headphones with Mic, One Button Multi-Function Remote, Lightweight & Comfortable fit (Blue)",₹699,498,JBL,C50HI,Blue,In Ear,3.5 mm Jack,,,,,,,,,,,
https://www.amazon.in/boAt-Rockerz-Headphone-Ergonomic-Aesthetics/dp/B08RCP2YYK/ref=sr_1_62?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386788&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-62,"(Renewed) boAt Rockerz 550Bluetooth Wireless On Ear Headphones With Mic With Ergonomic Aesthetics, Plush Padded Earcups, Immersive Audio, Bluetooth V5.0 & Upto 20H Playback(Red)",NaN,,boAt,Rockerz 550,Furious Red,On Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Meyaar-Headphones-Microphone-Earphones-Smartphones/dp/B08GY6ZQ3S/ref=sr_1_65?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386811&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-65,"Meyaar Santa Series Earbuds Headphones with Microphone Pack of 2, Earbuds Wired Stereo Earphones in-Ear Headphones Bass Earbuds, for All Smartphones, (Black + White)",₹999,399,Meyaar,,Black White,In Ear,wired usb,,,,,,,Bluetooth,,,,
https://www.amazon.in/PTron-Intunes-Pro-Smartphones-Gray/dp/B07NJ6X2TD/ref=sr_1_52?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386872&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-52,PTron Intunes Pro Magnetic in-Ear Wireless Bluetooth Headphones with Mic - (Gray),"₹2,000",873,pTron,Intunes Pro,Gray,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Wings-Wireless-Bluetooth-Earphones-Controls/dp/B08T96R3XJ/ref=sr_1_31?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386856&refinements=p_89%3AWings&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-31,"Wings Phantom Truly Wireless in Ear Earbuds with LED Battery Indiacator 50ms Low Latency 40Hrs Playtime, MEMS with Mic, Bluetooth 5.3, IPX5 Resistant, for Best Calling and Designed for Comfort Gaming","₹4,999",969,Wings,Phantom,Black,,,In Ear,Wireless,,,,,,,,,
https://www.amazon.in/ZEBRONICS-Joker-30-Microphone-Multifunction/dp/B0BS6HK18P/ref=sr_1_58?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386800&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-58,"ZEBRONICS DC Joker Edition Buds 30 3.5mm Stereo Wired in Ear Earphone with Inline Microphone for Calling, Volume Control, Multifunction Button, 14mm Drivers, Stylish eartip Design (Purple)",₹599,245,ZEBRONICS,ZEB - BUDS 30 - Joker,Joker,In Ear,Wired,,,,,,,,,,,
https://www.amazon.in/boAt-Rockerz-450-Headphones-Integrated/dp/B0BLGV4SX4/ref=sr_1_24?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386785&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-24,"boAt Rockerz 450 Superman Edition Bluetooth On Ear Headphones with Mic, Upto 15 Hours Playback, 40MM Drivers, Padded Ear Cushions, Integrated Controls and Dual Modes(Krypton Blue)","₹3,990","1,232",boAt,Rockerz 450,Krypton Blue,On Ear,Bluetooth,,,,,,,,,,,
https://www.amazon.in/Meyaar-Earphones-Headphones-Microphone-Isolating/dp/B08D8BXNLK/ref=sr_1_51?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386811&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-51,Meyaar Rplus 2208 Deep Bass Wired Durable Metal Earphones Headphones with Microphone in Ear Earbuds Noise Isolating Earphones Remote & Mic Headset Stereo Headphones for Android & iOS- White,₹799,109,Meyaar,Rplus 2208,Metal Black,In Ear,wired usb,,,,,,,,,,,
https://www.amazon.in/PLUSPOINT-Headphone-Different-Cartoon-Quality/dp/B097Q1FMXP/ref=sxin_16_aspa_sqa?c_c=305688195&content-id=amzn1.sym.d6fc18b9-350a-43ef-bbf0-8a0340d151dd%3Aamzn1.sym.d6fc18b9-350a-43ef-bbf0-8a0340d151dd&crid=26YCJ7VB7YLJ4&cv_ct_cx=headphones&keywords=headphones&pd_rd_i=B097Q1FMXP&pd_rd_r=f8116dc2-3532-467f-883f-4b1a03d05e51&pd_rd_w=5kirW&pd_rd_wg=4iLIw&pf_rd_p=d6fc18b9-350a-43ef-bbf0-8a0340d151dd&pf_rd_r=K6HYQ2G8XRH369B47TFP&qid=1684386854&refinements=p_89%3AWings&rnid=3837712031&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=%2Caps%2C1567&sr=1-6-9e85f757-0438-470e-8160-8465beaa22d5,PLUSPOINT Kids Headphone with Different Themes | Funny Cute Cartoon Models for Boys with Wire | high Sound Quality | No harm to Kids Ears,₹999,422,PLUSPOINT,,Multi,,Wired,,,,,,,,collapsible,Toy and Box,,
https://www.amazon.in/PLUSPOINT-Headphone-Different-Cartoon-Quality/dp/B097Q1FMXP/ref=sxin_16_aspa_sqa?c_c=305688195&content-id=amzn1.sym.d6fc18b9-350a-43ef-bbf0-8a0340d151dd%3Aamzn1.sym.d6fc18b9-350a-43ef-bbf0-8a0340d151dd&crid=26YCJ7VB7YLJ4&cv_ct_cx=headphones&keywords=headphones&pd_rd_i=B097Q1FMXP&pd_rd_r=1cb6f1c2-74bd-4363-9b5b-5c49829fd815&pd_rd_w=fkLi0&pd_rd_wg=1uKe7&pf_rd_p=d6fc18b9-350a-43ef-bbf0-8a0340d151dd&pf_rd_r=0QJBXCMCN5JZQVSGJFJW&qid=1684386807&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=%2Caps%2C1567&sr=1-6-9e85f757-0438-470e-8160-8465beaa22d5,PLUSPOINT Kids Headphone with Different Themes | Funny Cute Cartoon Models for Boys with Wire | high Sound Quality | No harm to Kids Ears,₹999,422,PLUSPOINT,,Multi,,Wired,,,,,,,,collapsible,Toy and Box,,
https://www.amazon.in/JBL-Cancellation-Headphones-Playtime-Assistant/dp/B096FYLJ6M/ref=sr_1_20?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386843&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-20,"JBL Tune 760NC, Wireless Over Ear Active Noise Cancellation Headphones with Mic, up to 50 Hours Playtime, Pure Bass, Dual Pairing, AUX & Voice Assistant Support for Mobile Phones (Black)","₹7,999","4,999",JBL,Tune,Black,Over Ear,Bluetooth 5.0,,,,,,,,,,,
https://www.amazon.in/Skullcandy-Grind-Bluetooth-Wireless-Earbuds/dp/B08XZNKR34/ref=sr_1_78?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386864&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-78,"Skullcandy Grind True Wireless in-Ear Bluetooth Earbuds Compatible with iPhone and Android Charging Case and Microphone Great for Gym,Sports,and Gaming IP55 Water Dust Resistant - Light Gray Blue","₹18,999","6,499",Skullcandy,Grind TWS,Light Gray Blue,In Ear,Wireless,,,,,,,,,,,
https://www.amazon.in/Tangent-Playtime-Headphone-AptSense-Wireless/dp/B0BHZGY48R/ref=sr_1_37?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386870&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-37,"PTron Tangent Sports, 60Hrs Playtime, ENC BT5.2 Headphone, AptSense 40ms Low Latency Gaming, Punchy Bass, in-Ear Wireless Earphone, HD Mic, Type-C Fast Charging & Voice Assist (Black)","₹2,499",899,pTron,Tangent,Black,,,In Ear,Wireless,,,,,,,,,
