product_link,Title,Actual_Price,Selling_Price,Model Name,Color,Headphone Type,Inline Remote,Sales Package,Connectivity,Headphone Design,Accessories Included,Type
https://www.flipkart.com/sony-ex255ap-wired-headset/p/itm6918ffbba1386?pid=ACCEVAEWHAGE5ZPE&lid=LSTACCEVAEWHAGE5ZPEVRRNGN&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_40&otracker=search&otracker1=search&fm=Search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCEVAEWHAGE5ZPE.SEARCH&ppt=sp&ppn=sp&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,"SONY EX255AP Wired Headset  (Blue, In the Ear)","₹1,990","₹1,699",MDR-EX255AP,Blue,In the Ear,Yes,"Operating Instructions, Silicon Earbuds, Reference Guide, 1 Headset, Wire Manager",Wired,,,
https://www.flipkart.com/boat-bassheads-103-black-wired-headset/p/itmcef2a10b6ea14?pid=ACCFGYHGGDCFYCA3&lid=LSTACCFGYHGGDCFYCA3Y4KOPR&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_6&otracker=search&otracker1=search&iid=d5a3ae87-0897-4a79-9bb8-54f0edc1114f.ACCFGYHGGDCFYCA3.SEARCH&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,"boAt Bassheads 103 Black Wired Headset  (Black, In the Ear)","₹1,290",₹499,Bassheads 103 Black,Black,In the Ear,No,"Bassheads 103, Extra Earbuds, Warranty Card",Wired,,,
https://www.flipkart.com/meyaar-dragon-series-metal-in-ear-headset-mi-note-8-pro-wired/p/itm4a9cd2330187c?pid=ACCFTYNWTRGCXFFW&lid=LSTACCFTYNWTRGCXFFWIKMX4C&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_13&otracker=search&otracker1=search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFTYNWTRGCXFFW.SEARCH&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,"Meyaar Dragon_Series Metal in-Ear Headset for Mi Note 8 Pro Wired Headset  (Black, In the Ear)",₹799,₹215,Dragon_Series Metal in-Ear Headset for Mi Note 8 Pro,Black,In the Ear,Yes,Pack of 1 Meyaar Dragon Series Earphones,Wired,Canalphone,,
https://www.flipkart.com/wings-phantom-wireless-earbuds-50ms-low-latency-game-mode-5-3-bluetooth-headset/p/itm35312d3099ce5?pid=ACCGF8EWXCCWXWJZ&lid=LSTACCGF8EWXCCWXWJZFJWXBE&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&spotlightTagId=FkPickId_0pm%2Ffcn&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCGF8EWXCCWXWJZ.SEARCH&ppt=sp&ppn=sp&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,"Wings Phantom Wireless Earbuds with 50ms Low Latency Game mode 5.3 Bluetooth Headset  (Black, True Wireless)","₹4,999",₹999,WL-PHANTOM-BLK,Black,True Wireless,Yes,"1 Pair of Earbuds, Charging Case, Type-C Charging Cable, User Manual, 3 Sets of Eartips",Bluetooth,Earbud,,
https://www.flipkart.com/portronics-harmonics-250-fast-charging-60hrs-playtime-bluetooth-headset/p/itm1143a63f92416?pid=ACCGBH958FFBGZSY&lid=LSTACCGBH958FFBGZSYQ555FL&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_6&otracker=search&otracker1=search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGBH958FFBGZSY.SEARCH&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,"Portronics Harmonics 250 Fast Charging with 60Hrs Playtime Bluetooth Headset  (Black, In the Ear)","₹2,999",₹899,Harmonics 250 Fast Charging with 60Hrs Playtime,Black,In the Ear,Yes,"Headphone 1N, Charging Cable 1N",Bluetooth,Behind the Neck,USB Charging Cable,
https://www.flipkart.com/boat-airdopes-131-upto-60-hours-asap-charge-bluetooth-headset/p/itm2905dfd0be40c?pid=ACCFSDGXX3S6DVBG&lid=LSTACCFSDGXX3S6DVBGIAXPYM&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&spotlightTagId=BestsellerId_0pm%2Ffcn&srno=s_1_34&otracker=search&otracker1=search&iid=d5a3ae87-0897-4a79-9bb8-54f0edc1114f.ACCFSDGXX3S6DVBG.SEARCH&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,"boAt Airdopes 131 with upto 60 Hours and ASAP Charge Bluetooth Headset  (Active Black, True Wireless)","₹2,990","₹1,199",Airdopes 131,Active Black,True Wireless,No,"Airdopes 131,Charging Case, Type-c Charging, User Manual, Warranty Card",Bluetooth,Earbud,,
https://www.flipkart.com/zebronics-zeb-buds-20-wired-headset/p/itm31771302d8815?pid=ACCGFQ54QMHYEGMH&lid=LSTACCGFQ54QMHYEGMHSVT69G&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_31&otracker=search&otracker1=search&iid=c4b2f014-7a4d-4694-b934-abdb17c9d797.ACCGFQ54QMHYEGMH.SEARCH&ssid=ofoxn8uy8w0000001684389996846&qH=e9698ba16f3a3269,"ZEBRONICS Zeb-Buds 20 Wired Headset  (Black, In the Ear)",₹599,₹349,Zeb-Buds 20,Black,In the Ear,No,1 unit earphones,Wired,Earbud,,
https://www.flipkart.com/meyaar-pilot-series-bluetooth-headphones-high-bass-boom-mic-wired-gaming-headset/p/itmf202fc1a71d6d?pid=ACCFU89E9VQYMW5B&lid=LSTACCFU89E9VQYMW5BKBLJJG&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_11&otracker=search&otracker1=search&fm=Search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFU89E9VQYMW5B.SEARCH&ppt=sp&ppn=sp&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,"Meyaar Pilot Series Bluetooth Headphones With High Bass & Boom Mic Bluetooth & Wired Gaming Headset  (Metal Black, On the Ear)","₹2,399","₹1,859",Pilot Series Bluetooth Headphones With High Bass & Boom Mic,Metal Black,On the Ear,Yes,"Pack of 1 Over The Head Headphones, with Micro USB Charging Cable",Bluetooth & Wired,Over the Head,,
https://www.flipkart.com/wings-phantom-860-earbuds-game-mode-50-hrsplaytime-quad-enc-mic-app-support-bluetooth-gaming-headset/p/itm172173182e4c8?pid=ACCGH3VMRHNU3YA6&lid=LSTACCGH3VMRHNU3YA6H5RNUG&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_5&otracker=search&otracker1=search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCGH3VMRHNU3YA6.SEARCH&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,"Wings Phantom 860 Earbuds with Game mode, 50 hrsPlaytime, Quad ENC Mic & App Support Bluetooth Gaming Headset  (Black, True Wireless)","₹2,999","₹1,499",WL-PHANTOM860-BLK,Black,True Wireless,No,"1 Pair of Earbuds, Charging Case, Cable, Ear Cushions, User Manual",Bluetooth,Earbud,,
https://www.flipkart.com/boat-rockerz-551-anc-hybrid-anc-100-hrs-playback-40mm-drivers-asap-charge-bluetooth-headset/p/itmbd436ac6c4964?pid=ACCGZYG5EDAVXZQ8&lid=LSTACCGZYG5EDAVXZQ89IQVU0&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_39&otracker=search&otracker1=search&iid=d5a3ae87-0897-4a79-9bb8-54f0edc1114f.ACCGZYG5EDAVXZQ8.SEARCH&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,"boAt Rockerz 551 ANC with Hybrid ANC, 100 HRS Playback, 40mm Drivers & ASAP Charge Bluetooth Headset  (Stellar Black, On the Ear)","₹7,990","₹3,499",Rockerz 551 ANC,Stellar Black,On the Ear,Yes,"1 Headphone, User Manual, Warranty Card, Charging Cable",Bluetooth,Over the Head,,
https://www.flipkart.com/ptron-basspods-p81-tws-earbuds-32h-playtime-deep-bass-stereo-calls-bt5-1-type-c-bluetooth-headset/p/itmdfcd7500b8925?pid=ACCGHBPZNJRUMCTB&lid=LSTACCGHBPZNJRUMCTBYR4SAK&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_18&otracker=search&otracker1=search&iid=4eb3528d-b3ef-42dc-b62b-b07ce3beeaa8.ACCGHBPZNJRUMCTB.SEARCH&ssid=jwmmfl1nps0000001684390059829&qH=e9698ba16f3a3269,"PTron Basspods P81 TWS Earbuds, 32H Playtime, Deep Bass, Stereo Calls, BT5.1, Type-C Bluetooth Headset  (White, In the Ear)","₹2,599",₹799,Basspods P81,White,In the Ear,Yes,"1 Pair of Earbuds with Charging Case, Charging Cable, User Guide Card, 2 Pairs Extra Eartips",Bluetooth,Earbud,,
https://www.flipkart.com/wings-phantom-110-neckband-led-20-hrs-playtime-50ms-low-latency-headphones-bluetooth-gaming-headset/p/itm0cc2610109744?pid=ACCGGMGUGWAYEFUV&lid=LSTACCGGMGUGWAYEFUV0W0Z3F&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_19&otracker=search&otracker1=search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCGGMGUGWAYEFUV.SEARCH&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,"Wings Phantom 110 Neckband, LED , 20 hrs Playtime, 50ms Low Latency Headphones Bluetooth Gaming Headset  (Black, In the Ear)","₹1,999",₹899,WL-PHANTOM110,Black,In the Ear,Yes,"1 Neckband, Cable, Ear Cushions, User Manual",Bluetooth,Behind the Neck,,
https://www.flipkart.com/sony-ex155-wired-headset/p/itm92f01fb1ea182?pid=ACCEVAEWCBH7WR3K&lid=LSTACCEVAEWCBH7WR3KVJET8H&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_14&otracker=search&otracker1=search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCEVAEWCBH7WR3K.SEARCH&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,"SONY EX155 Wired Headset  (Black, In the Ear)","₹1,290","₹1,099",MDR-EX155AP,Black,In the Ear,Yes,"Operating Instructions, Silicon Earbuds, Reference Guide, 1 Headset, Wire Manager",Wired,,,
https://www.flipkart.com/meyaar-headphone-wired-ear-headset/p/itm82c950be4008a?pid=ACCFTU9YYUHVUDGG&lid=LSTACCFTU9YYUHVUDGGSGJZL0&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_27&otracker=search&otracker1=search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFTU9YYUHVUDGG.SEARCH&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,"Meyaar headphone wired in the ear Wired Headset  (Black, In the Ear)",₹999,₹289,headphone wired in the ear,Black,In the Ear,Yes,1,Wired,Earbud,,
https://www.flipkart.com/ptron-bassbuds-joy-tws-13mm-drivers-stereo-calls-32hrs-playtime-type-c-charging-bluetooth-headset/p/itmed2989c2eb39d?pid=ACCGNFUYZWFJPHH8&lid=LSTACCGNFUYZWFJPHH8T2B1NF&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&spotlightTagId=BestsellerId_0pm%2Ffcn&srno=s_1_2&otracker=search&otracker1=search&fm=Search&iid=4eb3528d-b3ef-42dc-b62b-b07ce3beeaa8.ACCGNFUYZWFJPHH8.SEARCH&ppt=sp&ppn=sp&ssid=jwmmfl1nps0000001684390059829&qH=e9698ba16f3a3269,"PTron Bassbuds Joy TWS with 13mm Drivers, Stereo Calls, 32Hrs Playtime,Type-C Charging Bluetooth Headset  (Black, True Wireless)","₹2,599",₹799,Bassbuds Joy,Black,True Wireless,Yes,"1 Pair Earbuds with Charging Case, Charging Cable, User Guide with QR Card, 2 Pairs Extra Eartips",Bluetooth,Earbud,,
https://www.flipkart.com/zebronics-bolt-blue-wired-headset/p/itm2f5effc1f6310?pid=ACCFXPPMS7GHXWSN&lid=LSTACCFXPPMS7GHXWSNJCYVE1&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_29&otracker=search&otracker1=search&iid=c4b2f014-7a4d-4694-b934-abdb17c9d797.ACCFXPPMS7GHXWSN.SEARCH&ssid=ofoxn8uy8w0000001684389996846&qH=e9698ba16f3a3269,"ZEBRONICS Bolt Blue Wired Headset Wired Headset  (Blue, black, On the Ear)",₹599,₹585,Bolt Blue Wired Headset,"Blue, black",On the Ear,Yes,1 Headphone,Wired,Over the Head,,
https://www.flipkart.com/sony-wh-ch720n-active-noise-cancelling-50-hrs-battery-life-multipoint-connection-bluetooth-headset/p/itm2372dae5e7e59?pid=ACCGNBYSBGCH5EBB&lid=LSTACCGNBYSBGCH5EBBGYMG47&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_28&otracker=search&otracker1=search&fm=Search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCGNBYSBGCH5EBB.SEARCH&ppt=sp&ppn=sp&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,"SONY WH-CH720N Active Noise Cancelling, 50 Hrs. Battery life, Multipoint Connection Bluetooth Headset  (Blue, On the Ear)","₹14,990","₹9,990",WH-CH720,Blue,On the Ear,Yes,"1 Headphone, USB Type-C Charging Cable, 3.5 mm Audio Cable, Operating Instruction, Instruction Manual",Bluetooth,Foldable Over the Head,,
https://www.flipkart.com/meyaar-pluss-2208-in-ear-earphones-high-bass-hd-sound-mic-wired-headset/p/itm0657a897fc1dd?pid=ACCG3ESCU5AADSZS&lid=LSTACCG3ESCU5AADSZS1Q1YJD&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_12&otracker=search&otracker1=search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCG3ESCU5AADSZS.SEARCH&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,"Meyaar Pluss-2208 in-Ear Earphones with High Bass & HD Sound with Mic Wired Headset  (White Headset, High Definition Audio, in-Ear Headphones, Pluss RP- 2208, Calling Mic for meeting and Online classes, In the Ear)",₹799,₹199,Pluss-2208 in-Ear Earphones with High Bass & HD Sound with Mic,"White Headset, High Definition Audio, in-Ear Headphones, Pluss RP- 2208, Calling Mic for meeting and Online classes",In the Ear,Yes,1 Headphone,Wired,Earbud,,
https://www.flipkart.com/sony-ex255ap-wired-headset/p/itm4dcc05601da20?pid=ACCEVAEWWYUHEJHT&lid=LSTACCEVAEWWYUHEJHTYVAY1Y&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_10&otracker=search&otracker1=search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCEVAEWWYUHEJHT.SEARCH&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,"SONY EX255AP Wired Headset  (Black, In the Ear)","₹1,990","₹1,699",MDR-EX255AP,Black,In the Ear,Yes,"Operating Instructions, Silicon Earbuds, Reference Guide, 1 Headset, Wire Manager",Wired,,,
https://www.flipkart.com/meyaar-ys-orignal-100-best-quality-earphone-high-bass-wired-headset/p/itm7d6d790318d76?pid=ACCFZ5VWXFXGQHZJ&lid=LSTACCFZ5VWXFXGQHZJDEJ75C&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_10&otracker=search&otracker1=search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFZ5VWXFXGQHZJ.SEARCH&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,"Meyaar YS_Orignal_100% Best Quality Earphone with High Bass Wired Headset  (White, In the Ear)",₹999,₹229,YS_Orignal_100% Best Quality Earphone with High Bass,White,In the Ear,Yes,Pack of 1 earphone,Wired,,,
https://www.flipkart.com/portronics-port-harmonics-earbuds-twins-33-1174-bluetooth-headset/p/itmc92816265f9bf?pid=ACCGH8X6DYRSENGZ&lid=LSTACCGH8X6DYRSENGZ0QGFXF&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_20&otracker=search&otracker1=search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGH8X6DYRSENGZ.SEARCH&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,"Portronics PORT HARMONICS EARBUDS TWINS 33 PORT 1174 Bluetooth Headset  (Black, True Wireless)",NaN,"₹1,740",PORT HARMONICS EARBUDS TWINS 33 PORT 1174,Black,True Wireless,No,W/L EARBUDS 1 N,Bluetooth,Earbud,,
https://www.flipkart.com/sony-wi-c310-15-hrs-battery-life-bluetooth-headset/p/itm49ce1f7b4a402?pid=ACCFGWBDHZDUXUYE&lid=LSTACCFGWBDHZDUXUYE1UAXVC&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&spotlightTagId=FkPickId_0pm%2Ffcn&srno=s_2_34&otracker=search&otracker1=search&fm=Search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCFGWBDHZDUXUYE.SEARCH&ppt=sp&ppn=sp&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,"SONY WI-C310 with 15 Hrs of Battery Life Bluetooth Headset  (Black, In the Ear)",NaN,"₹3,290",WI-C310,Black,In the Ear,Yes,"1 Earphone, Instruction Manual, USB Cable",Bluetooth,Behind the Neck,,
https://www.flipkart.com/meyaar-spn-2-pack-sunshine-series-hd-sound-earphones-mic-wired-headset/p/itm3a233f79dad4f?pid=ACCG4YEDVKE6EZXE&lid=LSTACCG4YEDVKE6EZXEB06AO2&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_35&otracker=search&otracker1=search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCG4YEDVKE6EZXE.SEARCH&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,"Meyaar SPN 2 Pack Sunshine Series With HD Sound Earphones With Mic Wired Headset  (2 Pack White Crystal Clear Sound, SPN Headphones, Mar-vel Earbuds, Pack of 2 Headset, In the Ear)",₹999,₹279,SPN 2 Pack Sunshine Series With HD Sound Earphones With Mic,"2 Pack White Crystal Clear Sound, SPN Headphones, Mar-vel Earbuds, Pack of 2 Headset",In the Ear,Yes,1 in-Ear Headphone,Wired,Earbud,,
https://www.flipkart.com/sony-ps5-pulse-3d-wireless-headset/p/itm9c9f1f14ae47a?pid=ACCFZ5S2KRVU2YED&lid=LSTACCFZ5S2KRVU2YEDAJYWCR&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_32&otracker=search&otracker1=search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCFZ5S2KRVU2YED.SEARCH&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,"Sony PS5 PULSE 3D Wireless Headset  (White, On the Ear)","₹8,590","₹7,499",Pulse 3D Wireless,White,On the Ear,No,"1 Pulse 3D Wireless Headset, Wireless Adaptor, USB Cable, Audio Cable, Printed Materials",Bluetooth,Over the Head,,
https://www.flipkart.com/ptron-basspods-p481-60hrs-playtime-deep-bass-enc-stereo-calls-bluetooth-headset/p/itm55b55d1028d71?pid=ACCGHNRFM9ZNVKZV&lid=LSTACCGHNRFM9ZNVKZVSI9U5Z&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_8&otracker=search&otracker1=search&iid=4eb3528d-b3ef-42dc-b62b-b07ce3beeaa8.ACCGHNRFM9ZNVKZV.SEARCH&ssid=jwmmfl1nps0000001684390059829&qH=e9698ba16f3a3269,"PTron Basspods P481, 60Hrs Playtime, Deep Bass, ENC Stereo Calls Bluetooth Headset  (White, In the Ear)","₹3,199",₹999,Basspods P481,White,In the Ear,Yes,"1 Pair Earbuds, Charging Case, Charging Cable, User Guide Card, 2 Pair Extra Eartips",Bluetooth,Earbud,,
https://www.flipkart.com/ptron-boom-pro-dual-driver-wired-headset/p/itme6a0214e1e8e4?pid=ACCFQY7GPAGSA8B9&lid=LSTACCFQY7GPAGSA8B9SSFUVZ&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_34&otracker=search&otracker1=search&iid=4eb3528d-b3ef-42dc-b62b-b07ce3beeaa8.ACCFQY7GPAGSA8B9.SEARCH&ssid=jwmmfl1nps0000001684390059829&qH=e9698ba16f3a3269,"PTron Boom Pro Dual Driver Wired Headset  (Black, Silver, In the Ear)","₹2,000",₹599,Boom Pro Dual Driver,"Black, Silver",In the Ear,Yes,1 earphone,Wired,Earbud,,
https://www.flipkart.com/meyaar-orignal-best-quality-earphone-high-bass-wired-gaming-headset/p/itmd271a43d6e856?pid=ACCFZ96ESAFNSWNR&lid=LSTACCFZ96ESAFNSWNRW5A4YL&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_3&otracker=search&otracker1=search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFZ96ESAFNSWNR.SEARCH&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,"Meyaar Orignal Best Quality Earphone with High Bass Wired Gaming Headset  (White, In the Ear)",₹599,₹229,Orignal Best Quality Earphone with High Bass,White,In the Ear,Yes,pack of 1 earphones,Wired,,,
https://www.flipkart.com/meyaar-beex-metal-in-ear-headset-earphones-mic-android-ios-wired/p/itm7ea1a7bbf028b?pid=ACCFUQX8DHC8RWE8&lid=LSTACCFUQX8DHC8RWE8WZT0PX&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_34&otracker=search&otracker1=search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFUQX8DHC8RWE8.SEARCH&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,"Meyaar Beex Metal in-Ear Headset Earphones with Mic for Android & IOS Wired Headset  (White, In the Ear)",₹799,₹229,Beex Metal in-Ear Headset Earphones with Mic for Android & IOS,White,In the Ear,Yes,Pack of 1 Earphones,Wired,Canalphone,,
https://www.flipkart.com/portronics-por-1025-conch-gama-wired-headset/p/itm4ce8492ea3301?pid=ACCFHHR4G5DWDWZU&lid=LSTACCFHHR4G5DWDWZUIIEETQ&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_5&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCFHHR4G5DWDWZU.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,"Portronics POR-1025 Conch Gama Wired Headset  (Black, In the Ear)",₹599,₹349,POR-1025 Conch Gama,Black,In the Ear,No,1N Earphone,Wired,,Warranty Card,
https://www.flipkart.com/boat-rockerz-333-upto-30-hours-battery-bluetooth-headset/p/itm440b63a79315a?pid=ACCG4BKAP7VRTB9H&lid=LSTACCG4BKAP7VRTB9H72LGOS&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_26&otracker=search&otracker1=search&iid=d5a3ae87-0897-4a79-9bb8-54f0edc1114f.ACCG4BKAP7VRTB9H.SEARCH&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,"boAt Rockerz 333 Upto 30 Hours Battery Bluetooth Headset  (Teal Green, In the Ear)","₹2,490","₹1,599",Rockerz 333 with ASAP Charge and upto 30 Hours Playback,Teal Green,In the Ear,Yes,"1 Headphone, Additional Earbuds, Type-C Charging Cable, User Manual, Warranty Card",Bluetooth,Behind the Neck,,
https://www.flipkart.com/boat-bassheads-103-wired-headset/p/itm14d8d55abd0a2?pid=ACCFX5HEYAKWF8ZX&lid=LSTACCFX5HEYAKWF8ZX8TLMGF&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_7&otracker=search&otracker1=search&iid=d5a3ae87-0897-4a79-9bb8-54f0edc1114f.ACCFX5HEYAKWF8ZX.SEARCH&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,"boAt Bassheads 103 Wired Headset  (Mint Blue, In the Ear)","₹1,290",₹499,Bassheads 103,Mint Blue,In the Ear,Yes,"1 Earphone, Warranty Card, Additional Buds",Wired,Earbud,,
https://www.flipkart.com/sony-310ap-wired-headset/p/itm2d44c127eb9a1?pid=ACCDQZAU6GBRWYXD&lid=LSTACCDQZAU6GBRWYXDZMUHKT&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_12&otracker=search&otracker1=search&fm=Search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCDQZAU6GBRWYXD.SEARCH&ppt=sp&ppn=sp&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,"SONY 310AP Wired Headset  (Red, On the Ear)","₹2,190",₹949,MDRZX310APRCE / MDRZX310APRC1E,Red,On the Ear,Yes,"Headphones 1U, Instruction Manual 1U",Wired,Foldable Over the Head,,
https://www.flipkart.com/ptron-basspods-flare-tws-bluetooth-headset/p/itm58ef1773cf032?pid=ACCGH5Z93PVZJQMS&lid=LSTACCGH5Z93PVZJQMSXU5SJB&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_31&otracker=search&otracker1=search&iid=4eb3528d-b3ef-42dc-b62b-b07ce3beeaa8.ACCGH5Z93PVZJQMS.SEARCH&ssid=jwmmfl1nps0000001684390059829&qH=e9698ba16f3a3269,"PTron pTron Basspods Flare - TWS Bluetooth Headset  (Blue, In the Ear)","₹3,199",₹999,Basspods Flare,Blue,In the Ear,Yes,"1 Pair of Earbuds with Charging Case, Charging Cable, User Guide QR Card and 2 Pair of Extra Eartips",Bluetooth,Earbud,,
https://www.flipkart.com/sony-ex155ap-wired-headset/p/itm0ecfcde3e4f91?pid=ACCEVAEWSSKTFHTM&lid=LSTACCEVAEWSSKTFHTMGTGOAM&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_13&otracker=search&otracker1=search&fm=Search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCEVAEWSSKTFHTM.SEARCH&ppt=sp&ppn=sp&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,"SONY EX155AP Wired Headset  (Light Blue, In the Ear)","₹1,290","₹1,099",MDR-EX155AP,Light Blue,In the Ear,Yes,"Operating Instructions, Silicon Earbuds, Reference Guide, 1 Headset, Wire Manager",Wired,,,
https://www.flipkart.com/sony-mdr-as210-open-ear-active-sports-headphones/p/itm1c73e6132932f?pid=ACCEMGPPMGXK2CMM&lid=LSTACCEMGPPMGXK2CMMZIK3VH&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_39&otracker=search&otracker1=search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCEMGPPMGXK2CMM.SEARCH&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,Sony MDR-AS210 Open-Ear Active Sports Headphones  (Blue),₹790,₹649,MDR-AS210,Blue,In the Ear,No,"1 Headset, Operating Instruction, Clip",Wired,Ear Clip,,Open Dynamic Headset
