product_link,Title,Actual_Price,Selling_Price,Model Name,Color,Headphone Type,Inline Remote,Sales Package,Connectivity,Headphone Design,Accessories Included,Type
https://www.flipkart.com/sony-wh-xb910n-30hrs-battery-life-active-noise-cancellation-enabled-bluetooth-headset/p/itm668d0bbb72e6b?pid=ACCGBHRANHMKRMDP&lid=LSTACCGBHRANHMKRMDPVSEZMG&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_38&otracker=search&otracker1=search&fm=Search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCGBHRANHMKRMDP.SEARCH&ppt=sp&ppn=sp&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,"SONY WH-XB910N with 30Hrs Battery Life, Active Noise Cancellation enabled Bluetooth Headset  (Blue, On the Ear)","₹19,990","₹13,990",WH-XB910N,Blue,On the Ear,Yes,"1 Headphone, Operating Instruction, Instruction Manual, USB Cable, Carrying Case",Bluetooth,Over the Head,,
https://www.flipkart.com/wings-phantom-250-earbuds-game-mode-40ms-low-latency-30-hours-playtime-bluetooth-gaming-headset/p/itm8f261ce7a68a3?pid=ACCGDQ6SJJV63U4H&lid=LSTACCGDQ6SJJV63U4HRQNV4F&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_2&otracker=search&otracker1=search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCGDQ6SJJV63U4H.SEARCH&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,"Wings Phantom 250 Earbuds with Game Mode, 40ms Low Latency, 30 hours playtime Bluetooth Gaming Headset  (Black, In the Ear)","₹1,399",₹999,"Phantom 250 Gaming TWS Earbuds with 40ms Low Latency, 30 hours playtime",Black,In the Ear,No,"1 Pair of Earbuds, Cable, Extra Ear Tips, Charging Case, User Manual",Bluetooth,Earbud,,
https://www.flipkart.com/portronics-ear-1-wired-headset/p/itmc622fdda0e55e?pid=ACCG6HNNQXGVX2RV&lid=LSTACCG6HNNQXGVX2RVTBCQ5M&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_18&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCG6HNNQXGVX2RV.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,"Portronics Ear 1 Wired Headset  (Black, In the Ear)",₹599,₹339,Ear 1,Black,In the Ear,Yes,1N Earphone,Wired,Earbud,,
https://www.flipkart.com/portronics-harmonics-z2-30-hours-playtime-wireless-neckband-bluetooth-headset/p/itm3dca22277fa5a?pid=ACCGHYBJTKXJNN5B&lid=LSTACCGHYBJTKXJNN5BBWU8D2&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_15&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGHYBJTKXJNN5B.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,"Portronics Harmonics Z2 - 30 Hours Playtime Wireless Neckband Bluetooth Headset  (Black, In the Ear)","₹1,999",₹649,Harmonics Z2 Wireless Stereo,Black,In the Ear,Yes,"1 headphone, Charging Cable, User Manual",Bluetooth,Behind the Neck,USB Charging Cable,
https://www.flipkart.com/meyaar-ear-wired-earphone-noise-isolating-stereo-earphoness-headset/p/itmda6e8282ad064?pid=ACCFUGCHEZVBV5EG&lid=LSTACCFUGCHEZVBV5EG6TNH8O&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_6&otracker=search&otracker1=search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFUGCHEZVBV5EG.SEARCH&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,"Meyaar in Ear Wired Earphone Noise Isolating Stereo Earphoness Wired Headset  (Black, In the Ear)",₹999,₹219,in Ear Wired Earphone Noise Isolating Stereo Earphoness,Black,In the Ear,Yes,Pack of 1 Earphone,Wired,Earbud,,
https://www.flipkart.com/boat-rockerz-255-pro-258-asap-charge-upto-40-hours-playback-bluetooth-headset/p/itm4174f29ad0389?pid=ACCFZ95MY8SGZQRT&lid=LSTACCFZ95MY8SGZQRTXDKJLC&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_2&otracker=search&otracker1=search&iid=en_fhLeiIhvMktXQdjnUHoSFxBS78Bn1T9HNR6R%2FQzE9GLjePsVBhr1POQ8bz0azs%2Fpr%2BN4Vtnei5lBs19F4%2Ffjew%3D%3D&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,"boAt Rockerz 255 Pro+ /258 Pro+ with ASAP Charge and upto 40 Hours Playback Bluetooth Headset  (Navy Blue, In the Ear)","₹3,990","₹1,299",Rockerz 255 Pro+/Rockerz 258 Pro+,Navy Blue,In the Ear,Yes,"1 Headphone, Type-C Charging Cable, Additional Earbuds, User Manual, Warranty Card",Bluetooth,Magnetized Buds,,
https://www.flipkart.com/sony-wh-ch520-50-hrs-playtime-dsee-upscale-multipoint-connection-dual-pairing-bluetooth-headset/p/itma7f08a6a3e491?pid=ACCGZ4MAXQQBCRDB&lid=LSTACCGZ4MAXQQBCRDBE8ITUV&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_18&otracker=search&otracker1=search&fm=Search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCGZ4MAXQQBCRDB.SEARCH&ppt=sp&ppn=sp&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,"SONY WH-CH520 with 50 Hrs Playtime, DSEE Upscale, Multipoint Connection/Dual Pairing Bluetooth Headset  (White, On the Ear)","₹5,990","₹4,490",WH-CH520/WZ,White,On the Ear,Yes,"1 Headphone, USB Cable",Bluetooth,Over the Head,,
https://www.flipkart.com/meyaar-beex-stereo-sound-headphones-mic-volume-control-wired-headset/p/itmd441c8dc28be7?pid=ACCFUWVTPS56JWJH&lid=LSTACCFUWVTPS56JWJH4OI3OM&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_26&otracker=search&otracker1=search&fm=Search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFUWVTPS56JWJH.SEARCH&ppt=sp&ppn=sp&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,"Meyaar Beex Stereo Sound Headphones With Mic & Volume Control Wired Headset  (Black, Grey, In the Ear)",₹799,₹299,Beex Stereo Sound Headphones With Mic & Volume Control,"Black, Grey",In the Ear,Yes,Pack of 1 Meyaar DGHF55_iphone Earphones,Wired,Earbud,,
https://www.flipkart.com/portronics-conch-80-ear-wired-headset/p/itm353a4ad274615?pid=ACCGD7KN2HB7NPSX&lid=LSTACCGD7KN2HB7NPSXTEAPVF&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_30&otracker=search&otracker1=search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGD7KN2HB7NPSX.SEARCH&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,"Portronics Conch 80 In Ear Wired Headset  (Blue, In the Ear)",₹599,₹449,Conch 80 In Ear,Blue,In the Ear,Yes,1N Earphone,Wired,Earbud,,
https://www.flipkart.com/ptron-basspods-encore-tws-earbuds-50h-playtime-quad-mic-enc-calls-bt5-3-type-c-ipx4-bluetooth-headset/p/itm5c94c11e7d1a1?pid=ACCGHBPZET62KKMW&lid=LSTACCGHBPZET62KKMWKZJFHK&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_10&otracker=search&otracker1=search&iid=4eb3528d-b3ef-42dc-b62b-b07ce3beeaa8.ACCGHBPZET62KKMW.SEARCH&ssid=jwmmfl1nps0000001684390059829&qH=e9698ba16f3a3269,"PTron Basspods Encore TWS Earbuds, 50H Playtime, Quad Mic ENC Calls, BT5.3,Type-C,IPX4 Bluetooth Headset  (Grey, In the Ear)","₹3,499","₹1,199",Basspods Encore,Grey,In the Ear,Yes,"1 Pair of Earbuds with Charging Case, Charging Cable, User Guide Card, 2 Pairs Extra Eartips",Bluetooth,Earbud,,
https://www.flipkart.com/meyaar-hiper-song-black-headset-hd-sound-mic-all-smartphones-wired/p/itmd15f74749cfc8?pid=ACCFUQX4PC8YZZPJ&lid=LSTACCFUQX4PC8YZZPJHUGWGZ&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_15&otracker=search&otracker1=search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFUQX4PC8YZZPJ.SEARCH&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,"Meyaar Hiper_Song Black Headset With HD Sound & Mic For All Smartphones Wired Headset  (Black, In the Ear)",₹799,₹249,Hiper_Song Black Headset With HD Sound & Mic For All Smartphones,Black,In the Ear,Yes,Pack of 1 Earphones,Wired,Canalphone,,
https://www.flipkart.com/portronics-harmonics-z5-wireless-stereo-neckband-bluetooth-headset/p/itm00742f6bfa81c?pid=ACCGMWKSHRR9MYER&lid=LSTACCGMWKSHRR9MYERPLINRF&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&spotlightTagId=FkPickId_0pm%2Ffcn&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGMWKSHRR9MYER.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,"Portronics Harmonics Z5 Wireless Stereo Neckband Bluetooth Headset  (White, In the Ear)","₹2,499",₹699,Harmonics Z5 Wireless Stereo Neckband,White,In the Ear,Yes,"Stereo Headset 1N, Charging Cable 1N, Documentation 1N",Bluetooth,Behind the Neck,USB Charging Cable,
https://www.flipkart.com/wings-phantom-pro-orangutan-bluetooth-headset/p/itm909c9d4d19520?pid=ACCGMV7FHUFZSVRR&lid=LSTACCGMV7FHUFZSVRRINPVIU&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_26&otracker=search&otracker1=search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCGMV7FHUFZSVRR.SEARCH&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,"Wings Phantom Pro Orangutan Bluetooth Headset  (Black Orange, True Wireless)","₹5,499","₹1,299",Phantom Pro Orangutan,Black Orange,True Wireless,Yes,"1 Pair of Earbuds, Charging Case, Cable, Ear Cushions, User Manual",Bluetooth,Earbud,,
https://www.flipkart.com/sony-wi-c100-25-hours-battery-life-bluetooth-headset/p/itm94e24c5959215?pid=ACCGFX8FHA44KUWE&lid=LSTACCGFX8FHA44KUWEP515UJ&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_22&otracker=search&otracker1=search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCGFX8FHA44KUWE.SEARCH&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,"SONY WI-C100 with 25 Hours Battery Life Bluetooth Headset  (Blue, In the Ear)","₹2,790","₹1,783",WI-C100,Blue,In the Ear,Yes,1 Headphone,Bluetooth,Behind the Neck,,
https://www.flipkart.com/portronics-harmonics-x1-sports-bluetooth-headset/p/itm100e5a3f781ce?pid=ACCGBFKHJY3B6DQX&lid=LSTACCGBFKHJY3B6DQXNQ4OFQ&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_17&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGBFKHJY3B6DQX.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,"Portronics Harmonics X1 Sports Bluetooth Headset  (Green, In the Ear)","₹1,999",₹899,Harmonics X1 Sports,Green,In the Ear,Yes,"1 Headset 1N, Charging Cable 1N, Documentation 1N",Bluetooth,Behind the Neck,USB Charging Cable,
https://www.flipkart.com/boat-airdopes-131-pro-11mm-drivers-45hrs-playback-asap-charge-quad-mic-enx-bluetooth-headset/p/itm73124ae3e46b1?pid=ACCGDQMA2GDTZHWR&lid=LSTACCGDQMA2GDTZHWR12YWMJ&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_16&otracker=search&otracker1=search&iid=en_fhLeiIhvMktXQdjnUHoSFxBS78Bn1T9HNR6R%2FQzE9GJ%2FOaukbNZVVYiwxhW5gJvO3symTDyIEFzCAag%2FfGToVw%3D%3D&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,"boAt Airdopes 131 PRO with 11mm Drivers,45Hrs Playback,ASAP Charge & Quad Mic ENx Bluetooth Headset  (Royal Blue, In the Ear)","₹2,990","₹1,299",Airdopes 131 Pro,Royal Blue,In the Ear,No,"1 Pair of Earbuds with Charging Case, Additional Earbuds, Charging Cable, User Manual, Warranty Card",Bluetooth,Earbud,,
https://www.flipkart.com/wings-vader-100-wired-gaming-headset/p/itm8e2b29b9237b2?pid=ACCGBYTHZHVHEWZZ&lid=LSTACCGBYTHZHVHEWZZDQKLX4&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_30&otracker=search&otracker1=search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCGBYTHZHVHEWZZ.SEARCH&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,"Wings Vader 100 Wired Gaming Headset  (Red, On the Ear)","₹1,799","₹1,101",Vader 100,Red,On the Ear,Yes,"1 Headphone, Warranty Card, User Manual",Wired,Over the Head,,
https://www.flipkart.com/portronics-harmonics-z5-wireless-stereo-neckband-bluetooth-headset/p/itm00742f6bfa81c?pid=ACCGMWKSHRR9MYER&lid=LSTACCGMWKSHRR9MYERPLINRF&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&spotlightTagId=FkPickId_0pm%2Ffcn&srno=s_2_1&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGMWKSHRR9MYER.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,"Portronics Harmonics Z5 Wireless Stereo Neckband Bluetooth Headset  (White, In the Ear)","₹2,499",₹699,Harmonics Z5 Wireless Stereo Neckband,White,In the Ear,Yes,"Stereo Headset 1N, Charging Cable 1N, Documentation 1N",Bluetooth,Behind the Neck,USB Charging Cable,
https://www.flipkart.com/boat-airdopes-161-asap-charge-10mm-drivers-17-hours-playback-bluetooth-headset/p/itm8a7493150ae4a?pid=ACCG6DS7WDJHGWSH&lid=LSTACCG6DS7WDJHGWSH4INU8G&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_1&otracker=search&otracker1=search&iid=en_fhLeiIhvMktXQdjnUHoSFxBS78Bn1T9HNR6R%2FQzE9GKVhnwXQID4Y3smv1r3oblmBvdpBu%2BnvSLtJaGlZEurAA%3D%3D&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,"boAt Airdopes 161 with ASAP Charge, 10mm Drivers and 17 Hours Playback Bluetooth Headset  (Pebble Black, True Wireless)","₹2,490","₹1,099",Airdopes 161,Pebble Black,True Wireless,No,"1 Pair of Airdopes, Additional Earbuds, Charging Cable, User Manual, Warranty Card",Bluetooth,Earbud,,
https://www.flipkart.com/sony-zx110a-wired-without-mic-headset/p/itmbf3d44e8847dd?pid=ACCDZRSEYPFHAT76&lid=LSTACCDZRSEYPFHAT76H6ZRJB&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_9&otracker=search&otracker1=search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCDZRSEYPFHAT76.SEARCH&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,"SONY ZX110A Wired without Mic Headset  (White, On the Ear)","₹1,390",₹799,MDR-ZX110 A,White,On the Ear,No,Headphones and instruction manual,Wired,Flatwire,,
https://www.flipkart.com/portronics-por-1073-muffs-m-bluetooth-headset/p/itm9e61d97f6f648?pid=ACCFSVH37RYKHUYG&lid=LSTACCFSVH37RYKHUYGKUSMWB&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_26&otracker=search&otracker1=search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCFSVH37RYKHUYG.SEARCH&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,"Portronics POR-1073 Muffs M Bluetooth Headset  (Grey, On the Ear)","₹1,999","₹1,499",POR-1073 Muffs M,Grey,On the Ear,No,1,Bluetooth,Foldable Over the Head,,
https://www.flipkart.com/ptron-basspods-buds-plus-bluetooth-headset/p/itm4e08e84990c1b?pid=ACCGMFNWVKK3MEY2&lid=LSTACCGMFNWVKK3MEY2XS2G6U&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_21&otracker=search&otracker1=search&iid=4eb3528d-b3ef-42dc-b62b-b07ce3beeaa8.ACCGMFNWVKK3MEY2.SEARCH&ssid=jwmmfl1nps0000001684390059829&qH=e9698ba16f3a3269,"PTron Basspods Buds Plus Bluetooth Headset  (White, True Wireless)","₹3,999",₹999,Basspods Buds Plus,White,True Wireless,Yes,"1 Pair of Earbuds with Charging Case, 2 Pair of Eartips, Charging Cable, User Manual",Bluetooth,Earbud,,
https://www.flipkart.com/boat-rockerz-333-upto-30-hours-battery-bluetooth-headset/p/itma95bad9987529?pid=ACCG4BKAJKSNYM9R&lid=LSTACCG4BKAJKSNYM9RZYEXB1&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_10&otracker=search&otracker1=search&iid=d5a3ae87-0897-4a79-9bb8-54f0edc1114f.ACCG4BKAJKSNYM9R.SEARCH&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,"boAt Rockerz 333 Upto 30 Hours Battery Bluetooth Headset  (Cherry Black, In the Ear)","₹2,490","₹1,399",Rockerz 333 with ASAP Charge and upto 30 Hours Playback,Cherry Black,In the Ear,Yes,"1 Headphone, Additional Earbuds, Type-C Charging Cable, User Manual, Warranty Card",Bluetooth,Behind the Neck,,
https://www.flipkart.com/portronics-conch-202-por-615-wired-headset/p/itm59cb5f9b7652b?pid=ACCENGF8GUZFKMUD&lid=LSTACCENGF8GUZFKMUDNNFQJN&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_36&otracker=search&otracker1=search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCENGF8GUZFKMUD.SEARCH&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,"Portronics Conch 202,POR 615 Wired Headset  (White, In the Ear)",NaN,₹699,"Conch 202,POR 615",White,In the Ear,Yes,Earphone,Wired,Flatwire,,
https://www.flipkart.com/portronics-muffs-m1-wireless-long-playtime-bluetooth-headset/p/itmd1b07dc6afe80?pid=ACCGCGNSGHMCY7YQ&lid=LSTACCGCGNSGHMCY7YQPXOSAQ&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_23&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGCGNSGHMCY7YQ.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,"Portronics Muffs M1 Wireless with Long Playtime Bluetooth Headset  (Black, On the Ear)","₹2,499","₹1,499",Muffs M1 Wireless with Long Playtime,Black,On the Ear,No,"Headphone 1N, Charging Cable 1N, Aux Cable 1N",Bluetooth,Over the Head,USB Charging Cable,
https://www.flipkart.com/portronics-por-678-conch-beta-wired-headset/p/itmf445ce9a5f84e?pid=ACCFJWXUE52PZTBG&lid=LSTACCFJWXUE52PZTBGMLQ3GF&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_32&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCFJWXUE52PZTBG.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,"Portronics POR-678 Conch Beta Wired Headset  (White, In the Ear)",₹599,₹499,POR-678 Conch Beta,White,In the Ear,No,1N Earphone,Wired,,,
https://www.flipkart.com/sony-ex155-wired-headset/p/itmc31ddc4d87dca?pid=ACCEVAEWU4VHK24E&lid=LSTACCEVAEWU4VHK24EIHXR3J&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_33&otracker=search&otracker1=search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCEVAEWU4VHK24E.SEARCH&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,"SONY EX155 Wired Headset  (White, In the Ear)","₹1,290","₹1,099",MDR-EX155AP,White,In the Ear,Yes,"Operating Instructions, Silicon Earbuds, Reference Guide, 1 Headset, Wire Manager",Wired,,,
https://www.flipkart.com/wings-phantom-345-low-latency-40ms-app-support-50hr-playtime-quad-enc-mic-bluetooth-headset/p/itm6c038abc43dc1?pid=ACCGMG3ZMDH64FA8&lid=LSTACCGMG3ZMDH64FA8NPLXYU&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_17&otracker=search&otracker1=search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCGMG3ZMDH64FA8.SEARCH&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,"Wings Phantom 345 with Low Latency 40ms, App Support, 50Hr Playtime, Quad ENC Mic Bluetooth Headset  (White, In the Ear)","₹2,999","₹1,499",Phantom 345,White,In the Ear,No,"1 Pair of Earbuds, User Manual, Charging Case, Charging Cable",Bluetooth,Earbud,,
https://www.flipkart.com/wings-phantom-430-app-support-40ms-low-latency-enc-upto-50hr-playtime-bluetooth-gaming-headset/p/itm818a9cb12bd02?pid=ACCGH3VME7Z5FFGH&lid=LSTACCGH3VME7Z5FFGHIV1BQX&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_28&otracker=search&otracker1=search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCGH3VME7Z5FFGH.SEARCH&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,"Wings Phantom 430 with App Support, 40ms Low Latency , ENC, Upto 50hr Playtime Bluetooth Gaming Headset  (White, Black, True Wireless)","₹2,999","₹1,499",WL-PHANTOM430-WHT,"White, Black",True Wireless,No,"1 Pair of Earbuds, Charging Case, Cable, Additonal Ear Tips, User Manual",Bluetooth,Earbud,,
https://www.flipkart.com/portronics-por-559-harmonics-220-bluetooth-headset/p/itm060671e25c094?pid=ACCFK83SCWDQY5YY&lid=LSTACCFK83SCWDQY5YYRHEBVI&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_28&otracker=search&otracker1=search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCFK83SCWDQY5YY.SEARCH&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,"Portronics POR-559 Harmonics 220 Bluetooth Headset  (Black, In the Ear)",NaN,"₹2,199",POR-559 Harmonics 220,Black,In the Ear,Yes,"1 headphone, Charging Cable, Earbuds, User Manual",Bluetooth,,,
https://www.flipkart.com/portronics-harmonics-z2-30-hours-playtime-wireless-neckband-bluetooth-headset/p/itm9d500ed843a25?pid=ACCGHYDHHRBFTBQ3&lid=LSTACCGHYDHHRBFTBQ3DCFAYO&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_4&otracker=search&otracker1=search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGHYDHHRBFTBQ3.SEARCH&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,"Portronics Harmonics Z2 - 30 Hours Playtime Wireless Neckband Bluetooth Headset  (Blue, In the Ear)","₹1,999",₹649,Harmonics Z2 Wireless Stereo,Blue,In the Ear,Yes,"1 headphone, Charging Cable, User Manual",Bluetooth,Behind the Neck,USB Charging Cable,
https://www.flipkart.com/portronics-conch-80-ear-wired-headset/p/itm353a4ad274615?pid=ACCGD7KN2HB7NPSX&lid=LSTACCGD7KN2HB7NPSXTEAPVF&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_30&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGD7KN2HB7NPSX.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,"Portronics Conch 80 In Ear Wired Headset  (Blue, In the Ear)",₹599,₹449,Conch 80 In Ear,Blue,In the Ear,Yes,1N Earphone,Wired,Earbud,,
https://www.flipkart.com/portronics-port-conch-10-wired-headset/p/itmd03b288c43556?pid=ACCGH8ZYDBHWZRWF&lid=LSTACCGH8ZYDBHWZRWFIA16QP&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_40&otracker=search&otracker1=search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGH8ZYDBHWZRWF.SEARCH&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,"Portronics PORT CONCH 10 Wired Headset  (White, In the Ear)",₹599,₹400,PORT CONCH 10,White,In the Ear,Yes,1N Earphone,Wired,Canalphone,,
https://www.flipkart.com/portronics-harmonics-z3-wireless-stereo-neckband-bluetooth-headset/p/itm935f74e4652c7?pid=ACCGH625BWGX47QY&lid=LSTACCGH625BWGX47QYFUJ9I0&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_10&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGH625BWGX47QY.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,"Portronics Harmonics Z3 Wireless Stereo Neckband Bluetooth Headset  (Grey, In the Ear)","₹1,999",₹699,Harmonics Z3 Wireless Stereo Neckband,Grey,In the Ear,Yes,"Headset 1N, Charging Cable 1N",Bluetooth,Behind the Neck,USB Charging Cable,
https://www.flipkart.com/wings-phantom-250-earbuds-game-mode-40ms-low-latency-30-hours-playtime-bluetooth-gaming-headset/p/itm2424b8c91c9e8?pid=ACCGDQ6SBHCVHMCG&lid=LSTACCGDQ6SBHCVHMCGEREWOS&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_11&otracker=search&otracker1=search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCGDQ6SBHCVHMCG.SEARCH&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,"Wings Phantom 250 Earbuds with Game Mode, 40ms Low Latency, 30 hours playtime Bluetooth Gaming Headset  (Blue, In the Ear)","₹1,399",₹999,"Phantom 250 Gaming TWS Earbuds with 40ms Low Latency, 30 hours playtime",Blue,In the Ear,No,"1 Pair of Earbuds, Cable, Extra Ear Tips, Charging Case, User Manual",Bluetooth,Earbud,,
