product_key,product_link,Title,Actual_Price,Selling_Price,Brand,Model,Colour,Form_Factor,Connectivity_Type
157,https://www.amazon.in/boAt-Bassheads-242-Wired-Earphones/dp/B08GG978NG/ref=sr_1_56?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386788&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-56,boat basshead 242 in ear wire earphone with micre,1490.0,599.0,boat,basshead 242,red,in ear,35 mm jack
158,https://www.amazon.in/Meyaar-Samsung-Earphone-Android-White/dp/B0844PTDBY/ref=sr_1_84?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386812&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-84,meyaar sunshine ys for headset earphone with high bass clear mic for call with 35 mm jack earphone for android mobile wire headset with mic,999.0,99.0,meyaar,sunshine ys,white,in ear,wire usb
159,https://www.amazon.in/Launched-Wings-Playtime-Bluetooth-Resistance/dp/B09PTCL27V/ref=sr_1_28?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386856&refinements=p_89%3AWings&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-28,wing phantom 105 wireless in ear earbud with mic rgb lead gaming design 60 hour mega playtime 13 mm hd bass driver enc clarity 51 bluetooth ipx 5 resistance gaming earbud black,3599.0,1099.0,wing,wlphantom105blk,black,nan,nan
160,https://www.amazon.in/Philips-TAE1136-Headphones-TAE1136BK-94/dp/B092HN3SPJ/ref=sr_1_31?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386846&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-31,philips audio tae1136 wire in ear earphone with build in mic 10 mm driver powerful bass and clear sound,699.0,269.0,philips audio,tae1136bk94,black,in ear,wire
161,https://www.amazon.in/Meyaar-Headphones-Microphone-Earphones-Smartphones/dp/B08CG64Q3Y/ref=sr_1_32?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386809&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-32,meyaar rplus earbuds headphone with microphone pack of 2 earbud wire stereo earphones inear headphone bass earbud for io and android smartphone mp3 player black white,999.0,259.0,meyaar,r plus,black,in ear,wire usb
162,https://www.amazon.in/pTron-Bassbuds-Immersive-Bluetooth-Resistant/dp/B0BZDNMVWP/ref=sr_1_56?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386872&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-56,ptron bassbuds air inear tws earbud with 13 mm driver for immersive sound 32hrs playtime clear call bluetooth v51 touch control typec fast charge voice assist ipx4 water resistant black,2599.0,899.0,ptron,bassbud,black,nan,nan
163,https://www.amazon.in/Meyaar-Earphones-Isolating-Microphones-Headphones/dp/B08HL7B1JD/ref=sr_1_76?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386812&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-76,meyaar sp dual driver earphones6d sound high end sport earbud noise isolate deep bass in ear earphone with microphone headphone with mic black black with case,999.0,329.0,meyaar,sp dual,black with case,in ear,wireless
164,https://www.amazon.in/boAt-Bassheads-220-Earphones-Inline/dp/B0BQYGC9H3/ref=sr_1_11?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386785&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-11,boat basshead 220 wire in ear earphone with inline micfrosty white,999.0,399.0,boat,basshead,white,in ear,wire
165,https://www.amazon.in/Rockerz-450-Wireless-Bluetooth-Headphone/dp/B07PR1CL3S/ref=sr_1_1?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386785&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-1,boat rockerz 450 bluetooth on ear headphone with mic upto 15 hour playback 40 mm driver pad ear cushion integrated control and dual modesluscious black,3990.0,1417.0,boat,rockerz 450,luscious black,on ear,wireless
166,https://www.amazon.in/Skullcandy-Cancellation-Wireless-Charging-Controls/dp/B08G211JLR/ref=sr_1_72?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386862&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-72,skullcandy indy anc true wireless inear bluetooth earbuds active noise cancellation compatible with iphone and android charge case and mic good for gym sport and gaming black,19999.0,6499.0,skullcandy,indy anc,black,in ear,wireless
167,https://www.amazon.in/Skullcandy-Plus-Wireless-Earphone-Pure/dp/B08F8TPLZ3/ref=sr_1_26?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386860&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-26,skullcandy jib plus wireless bluetooth in ear earphone with mic pure mint,2499.0,1499.0,skullcandy,jib plus,pure mint,in ear,bluetooth
168,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODIzNTQyMjE5NjIwNjc4OjE2ODQzODY4NDY6c3BfYnRmOjIwMDY1NTQ0NTU0Njk4OjowOjo&url=%2FBoult-Audio-Probass-Bluetooth-Earphones%2Fdp%2FB0B6PF7Y5H%2Fref%3Dsr_1_38_sspa%3Fcrid%3D26YCJ7VB7YLJ4%26keywords%3Dheadphones%26qid%3D1684386846%26rnid%3D3837712031%26sprefix%3D%252Caps%252C1567%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,boult audio fxcharge wireless in ear bluetooth neckband with enc mic 32h playtime typec fast charge 5mins75hrs playtime dual pairing make in india big 142 mm driver ear phone green,4499.0,999.0,boult,probass,fxcharge green,in ear,bluetooth 52
169,https://www.amazon.in/Skullcandy-Jib-Ear-Miami-Gray/dp/B07DGPSWY3/ref=sr_1_27?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386860&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-27,skullcandy jib s2duyl675 wire in ear earphone with mic gray,999.0,699.0,skullcandy,jib with mic,grey,in ear,wire
170,https://www.amazon.in/Wings-Bluetooth-Environmental-Cancellation-Headphones/dp/B0B63N7GSY/ref=sr_1_14?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386854&refinements=p_89%3AWings&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-14,wing phantom 550 gaming tws earbud with 45 hour playtime bluetooth 53 environmental noise cancellation touch control headphone,2999.0,1299.0,wing,phantom 550white,white,nan,nan
171,https://www.amazon.in/PTron-Tangent-Bluetooth-Earphones-Assistant/dp/B0B4F5514R/ref=sr_1_34?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386870&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-34,ptron tangent duo make in india bluetooth 52 wireless inear headphone with mic 24hrs playback 13 mm driver punchy bass fast charge neckband voice assist ipx4 inline control blackgrey,1899.0,549.0,ptron,tangent,black grey,in ear,wireless
172,https://www.amazon.in/boAt-Rockerz-330ANC-Bluetooth-Earphones/dp/B0B58DXJ7J/ref=sr_1_100?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386791&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-100,boat rockerz 330anc bluetooth neckband in ear earphone with mic crystal bionic sound power by dirac opteo anc 13 mm driver asap charge 24h playback enx techgunmetal black,4999.0,1999.0,boat,rockerz 330anc,gunmetal black,in ear,wireless
173,https://www.amazon.in/Meyaar-UpBeat-1-Headphones-Replacements-Smartphones/dp/B09K547JWG/ref=sr_1_59?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386811&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-59,meyaar spn upbeat1 earbud wire headphone with microphone and ear bud tip replacement universal 35 mm plug for most smartphone tablet noise isolate memory foam pad deep bass white,349.0,129.0,meyaar,upbeat1,black,in ear,wire
174,https://www.amazon.in/boAt-Rockerz-330-Pro-Bluetooth/dp/B09LJ1TPN6/ref=sr_1_94?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386789&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-94,boat rockerz 330 pro inear bluetooth neckband with 60hrs playtime asap charge enx tech signature sound bt v52 dual pair ipx5 with mic navy blue,2990.0,1799.0,boat,rockerz 330 pro,navy blue,in ear,bluetooth 52
175,https://www.amazon.in/Meyaar-Earphones-Headphones-Microphone-Isolating/dp/B08CG2MJW2/ref=sr_1_5?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386807&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-5,meyaar rplus edition deep bass wire durable metal earphone headphone with microphone in ear earbuds noise isolate earphone remote mic headset stereo headphone for android ios white,699.0,99.0,meyaar,rplus edition,metal black,in ear,wire usb
176,https://www.amazon.in/boAt-Rockerz-335-Bluetooth-Assistant/dp/B096YDGX1X/ref=sr_1_29?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386787&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-29,boat rockerz 335 bluetooth in ear neckband with qualcomm aptx cvc upto 30 hour playback asap charge signature sound ipx5 and btv50black,3990.0,1299.0,boat,rockerz 335,black,in ear,wireless
177,https://www.amazon.in/Skullcandy-X5WGFZ-819-Wage-Headphone-White/dp/B009XU8MBM/ref=sr_1_34?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386860&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-34,skullcandy x5wgfz819 2xl wage headphone white,4572.0,3198.0,skullcandy,x5wgfz 819,white,on ear,wire
178,https://www.amazon.in/Skullcandy-True-Wireless-Earbuds-Black/dp/B09VM2TBZF/ref=sr_1_53?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386862&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-53,skullcandy jib true 2 wireless inear earbud black,9999.0,3148.0,skullcandy,jib tws2,black,in ear,wireless
179,https://www.amazon.in/Meyaar-Wired-Earphones-Light-Green/dp/B09422V151/ref=sr_1_110?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386815&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-110,meyaar m11 wire inear earphone with mic 4 pack pink light pink green black,1299.0,479.0,meyaar,meyaar,black pink light pink green,in ear,wire
180,https://www.amazon.in/Philips-Audio-Headphones-TAH4205BK-00/dp/B089WC95CH/ref=sr_1_34?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386847&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-34,philips audio tah4205xtbk00 bluetooth 50 bass booster quick charge upto 29h playtime 32 mm driver compact fold design bluetooth wireless on ear headphone with mic black,4999.0,1499.0,philips audio,tah4205bk00,black,on ear,wireless
181,https://www.amazon.in/boAt-Rockerz-255-Pro-Earphones/dp/B08TV2P1N8/ref=sr_1_15?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386785&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-15,boat rockerz 255 pro bluetooth in ear earphone with upto 60 hour playback asap charge ipx7 dual pairing and bluetooth v50active black,3990.0,1499.0,boat,rockerz 255 pro,active black,in ear,bluetooth 50
182,https://www.amazon.in/Tangent-Lite-Magnetic-Bluetooth-Headphones/dp/B085W8CFLH/ref=sr_1_9?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386868&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-9,ptron tangent lite bluetooth 50 headphone with mic hifi stereo sound neckband 8hrs playtime lightweight snugfit inear headphone ipx4 water resistant fast charge voice assistant black,1800.0,649.0,ptron,tangent,black,in ear,wireless
183,https://www.amazon.in/Zebronics-Zeb-Buds-10-Earphones-Connector/dp/B08PVSZS5R/ref=sr_1_74?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386802&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-74,zebronic zebbud 10 black in ear wire earphone with mic metallic design l shape connector 135 mm ndfeb driver,699.0,368.0,zebronic,zebbuds 10 black,black,in ear,wire
184,https://www.amazon.in/Wings-Wireless-Bluetooth-Headphones-Playtime/dp/B0BQW9848B/ref=sr_1_11?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386854&refinements=p_89%3AWings&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-11,wing phantom 540 good low latency wireless earbud bluetooth headphone gaming case with lead light 45 hour playtime tws headset touch control,2999.0,1299.0,wing,phantom 540,black,nan,nan
185,https://www.amazon.in/Sony-MDR-ZX110AP-Stereo-Headphones-Black/dp/B00NBR6RDS/ref=sr_1_6?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386792&refinements=p_89%3ASONY&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-6,sony mdrzx110ap wire onear headphone with tangle free cable 35 mm jack headset with mic for phone call and 1 year warranty black,1490.0,1480.0,sony,mdr zx110ap,black,on ear,wire
186,https://www.amazon.in/Pride-Lite-Headphones-Cancelling-Tangle-Free/dp/B08SFFP19B/ref=sr_1_67?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386850&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-67,ptron pride lite hbe high bass earphone in ear wire earphone with mic 10 mm powerful driver for stereo audio noise cancel headset with 12 m tanglefree cable 35 mm aux blue,749.17,229.0,ptron,pride lite,blue,in ear,wire
187,https://www.amazon.in/Meyaar-SP-27-India-Headset-Earphone/dp/B09FCM1H9B/ref=sr_1_101?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386815&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-101,meyaar 2 pack sp27 make in india headset wire inear earphone with mic black white pack of 2,999.0,249.0,meyaar,sp27white black,white black,in ear,wire
188,https://www.amazon.in/Boat-BassHeads-900-Wired-Headphone/dp/B074ZF7PVZ/ref=sr_1_2?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386785&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-2,boat basshead 900 onear wire headphone with mic,2490.0,849.0,boat,basshead,carbon black,on ear,wire
189,https://www.amazon.in/boAt-Rockerz-245-Bluetooth-Neckband/dp/B0BBVF6681/ref=sr_1_64?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386788&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-64,boat rockerz 245 pro bluetooth in ear neckband with beast modesuper low latency for game enx tech for clear call asap charge 20hrs playtimeipx4 dual pair bt v53oceana grey,2990.0,1199.0,boat,rockerz,oceana grey,in ear,bluetooth 53
190,https://www.amazon.in/Meyaar-Headphones-Microphone-Compatible-Smartphones/dp/B095XM5W8J/ref=sr_1_98?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386815&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-98,meyaar beex earbud headphone with microphone pack of 3 earbud wire stereo inear earphone compatible with android smartphone mp3 player fit 35 mm interface 3 pack 1 black 2 white,999.0,379.0,meyaar,meyaar,black white,in ear,wire
191,https://www.amazon.in/Zebronics-Zeb-Yoga-N1-Assistant-Blue/dp/B09Z8548GT/ref=sr_1_54?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386800&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-54,zebronic zeb yoga n1 wireless in ear neckband with 50ms low latency gaming mode 20h backup voice assistant splash proof bt v52 type c dual pairing and call function blue,2999.0,1063.0,zebronic,zebyoga n1 blue,blue,in ear,bluetooth 52
192,https://www.amazon.in/Skullcandy-Wireless-Headphone-Noise-Isolating-Technology/dp/B08G1Y1V26/ref=sr_1_1?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386858&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-1,skullcandy hesh evo over ear true black,22999.0,7499.0,skullcandy,hesh evo,black,over ear,wireless
193,https://www.amazon.in/Meyaar-Earphones-Microphone-Headphones-Smartphones/dp/B08CQ6NJZQ/ref=sr_1_15?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386807&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-15,meyaar spn edition wire durable earphone metal earphone earbud with microphone deep bass clear sound noise isolate in ear headphone ear bud for all smartphone metal white,999.0,119.0,meyaar,spn,metal white,in ear,wire usb
194,https://www.amazon.in/pTron-Launched-Bassbuds-Bluetooth-Headphone/dp/B0BQFLV18G/ref=sr_1_55?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386872&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-55,ptron newly launch bassbud zen inear wireless tws earbud with quad enc mic trutalk 50hrs playtime bluetooth headphone 53 with mic deep bass touch control typec fast charge ipx4 black,3799.0,1297.0,ptron,bassbud,black,in ear,wireless
195,https://www.amazon.in/ZEBRONICS-Zeb-Evolve-Supporting-Metallic-Yellow/dp/B09GFXF1VD/ref=sr_1_50?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386800&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-50,zebronic zebevolve wireless in ear neckband earphone with mic support bluetooth v50 voice assistant rapid charge dual pair magnetic earpiece metallic yellow,1499.0,499.0,zebronic,zebevolve,metallic yellow,in ear,bluetooth 50
196,https://www.amazon.in/boAt-Airdopes-Fuel-Classic-Black/dp/B0BL7TT2JR/ref=sr_1_74?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386789&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-74,boat newly launch airdope fuel signature sound quad mic enx ™ tech beast ™ mode 50h playtime asap ™ charge ipx4 iwp ™ touch controlsclassic black,4990.0,1499.0,boat,airdopes fuel,classic black,in ear,wireless
197,https://www.amazon.in/boAt-Airdopes-393ANC-Wireless-Bluetooth/dp/B0BJKFY1W1/ref=sr_1_110?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386791&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-110,boat airdope 393anc true wireless in ear earbud with 32db hybrid anc quad mic with enx ™ tech 30 hour playback beast ™ modeasap ™ chargeambient modebluetooth v52 iwp ™ ipx5rogue black,4990.0,2299.0,boat,airdope 393anc,rogue black,in ear,bluetooth
198,https://www.amazon.in/ZEBRONICS-Wire-Less-Buds-Sound/dp/B0BCG57KQT/ref=sr_1_106?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386805&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-106,zebronic wire less ear buds zeb sound bomb 6,2999.0,999.0,zebronic,zeb sound bomb 6,red,in ear,wireless
199,https://www.amazon.in/boAt-Airdopes-Fuel-Pearl-White/dp/B0BL8BNV36/ref=sr_1_118?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386791&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-118,boat newly launch airdope fuel signature sound quad mic enx ™ tech beast ™ mode 50h playtime asap ™ charge ipx4 iwp ™ touch controlspearl white,4990.0,1499.0,boat,airdopes fuel,pearl white,in ear,wireless
200,https://www.amazon.in/Bassbuds-Jets-Bluetooth-Headphones-Resistant/dp/B08S1BCT5Q/ref=sr_1_50?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386872&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-50,ptron bassbuds jet true wireless bluetooth 50 in ear earbuds 20hrs total playback with case deep bass touch control ipx4 water resistant voice assistant with mic digital display black,2699.0,699.0,ptron,bassbud,jet black,in ear,wireless
201,https://www.amazon.in/Skullcandy-Cassette-Wireless-Headphone-Black/dp/B07VT1Z7DV/ref=sr_1_4?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386858&refinements=p_89%3ASkullcandy&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-4,skullcandy cassette wireless onear headphone with mic black,7999.0,2799.0,skullcandy,cassette bt,black,on ear,bluetooth
202,https://www.amazon.in/boAt-Rockerz-335-Bluetooth-Assistant/dp/B096YDGX1X/ref=sr_1_56?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386850&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-56,boat rockerz 335 bluetooth in ear neckband with qualcomm aptx cvc upto 30 hour playback asap charge signature sound ipx5 and btv50black,3990.0,1299.0,boat,rockerz 335,black,in ear,wireless
203,https://www.amazon.in/Wings-Phantom-Indicator-Bluetooth-Playtime/dp/B09MDCZJXS/ref=sr_1_25?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386856&refinements=p_89%3AWings&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-25,wing phantom pro earphone gaming earbud with lead battery indicator 50ms low latency bluetooth 53 40 hour playtime mem mic ipx4 resist 12 mm driver 500mah case headphone black tws,5499.0,1099.0,wing,phantom pro,black,nan,nan
204,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MTk3NzY5OTY5OTM3NDI0OjE2ODQzODY4NTI6c3BfYXRmX25leHQ6MjAwNjUxOTcxMTYyMDY6OjA6Og&url=%2FBassbuds-Plus-Bluetooth-Headphones-Resistant%2Fdp%2FB08S19YC6H%2Fref%3Dsr_1_66_sspa%3Fcrid%3D26YCJ7VB7YLJ4%26keywords%3Dheadphones%26qid%3D1684386852%26rnid%3D3837712031%26sprefix%3D%252Caps%252C1567%26sr%3D8-66-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ptron bassbud plus in ear true wireless stereo earbud with mic deep bass bluetooth headphone voice assistance ipx4 sweat water resistant tws 12hrs battery fast charge black,2499.0,799.0,ptron,bassbud plus,black,in ear,wireless
205,https://www.amazon.in/Bassbuds-Duo-Headphones-Water-Resistant-Assistance/dp/B09DD9SX9Z/ref=sr_1_6?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386868&refinements=p_89%3APTron&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-6,ptron bassbuds duo in ear earbud with 32hrs total playtime bluetooth 51 wireless headphone stereo audio touch control tws with mic typec fast charge ipx4 voice assistance black,2599.0,899.0,ptron,bassbud,midnight black,in ear,wireless
206,https://www.amazon.in/boAt-Rockerz-330-Bluetooth-Assistant/dp/B092YB1VS6/ref=sr_1_32?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386787&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-32,boat rockerz 330 inear bluetooth neckband with upto 30 hour playtime asap charge signature sound dual pair ipx5 with mic rage red,3990.0,1499.0,boat,rockerz 330,rage red,in ear,bluetooth 50
207,https://www.amazon.in/Rockerz-370-Headphone-Bluetooth-Lightweight/dp/B0856HNMR7/ref=sr_1_36?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386847&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-36,boat rockerz 370 on ear bluetooth headphone with upto 12 hour playtime cozy padded earcup and bluetooth v50 with mic buoyant black,2499.0,1099.0,boat,rockerz 370,buoyant black,on ear,wireless
208,https://www.amazon.in/Infinity-Glide-510-Headphone-Equalizer/dp/B0873L7J6X/ref=sr_1_15?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386843&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-15,infinity jbl glide 510 72 hrs playtime with quick charge wireless on ear headphone with mic deep bass dual equalizer bluetooth 50 with voice assistant support black,3999.0,1799.0,infinity,glide,black,on ear,bluetooth 50
209,https://www.amazon.in/boAt-Bassheads-220-Wired-Earphones/dp/B0BRXVSL7X/ref=sr_1_8?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386785&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-8,boat basshead 220 wire in ear earphonesindi lime,999.0,585.0,boat,basshead,indi lime,in ear,wire
210,https://www.amazon.in/Zebronics-Zeb-Thunder-Bluetooth-Headphone-Input/dp/B07L8JTZ4H/ref=sr_1_26?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386846&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-26,zebronic zebthunder wireless bluetooth over the ear headphone fm msd 9 hrs playback with mic blue,1399.0,638.0,zebronic,zebthunder,blue,over ear,wireless wire
211,https://www.amazon.in/ZEBRONICS-Zeb-Evolve-Supporting-Metallic-Green/dp/B09GFVB6N8/ref=sr_1_32?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386799&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-32,zebronic zebevolve btv50 voice assistant rapid charge dual pair call function magnetic earpiece bluetooth wireless in ear earphone with mic metallic green,1499.0,499.0,zebronic,zebevolve,metallic green,in ear,bluetooth 50
212,https://www.amazon.in/Wings-WL-PHANTOM380-BLK/dp/B0BVBTGF8W/ref=sr_1_10?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386854&refinements=p_89%3AWings&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-10,wing phantom 380 good low latency 40hrs earbud anc bluetooth wireless headphone ergonomic case with lead light 50 hour playtime quad enc mic tws headset with touch control,2999.0,1299.0,wing,phantom,black,nan,nan
213,https://www.amazon.in/BassHeads-102-Earphones-Multi-Function-Microphone/dp/B07S8PSW59/ref=sr_1_83?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386789&refinements=p_89%3AboAt&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-83,boat basshead 102 in ear wire earphone with miccharcoal black,1290.0,499.0,boat,basshead,charcoal black,in ear,35 mm jack
214,https://www.amazon.in/Meyaar-M-11-High-Wired-Earphone/dp/B09FXZSW8S/ref=sr_1_109?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386815&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-109,meyaar m11 high bass wire inear earphone with mic pack of 2 pink grey,999.0,279.0,meyaar,m11pink black grey,pack of 2 pink grey,in ear,wire
215,https://www.amazon.in/Launched-Zebronics-Earbuds-Assistant-Silicone/dp/B0BLKBT3JS/ref=sr_1_99?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386805&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-99,newly launch zebronic sound bomb 9 semi in ear tws earbud with 16h backup enc call gaming mode upto 50ms voice assistant flash connect silicone case splash proof and type c black,2999.0,1116.0,zebronic,zeb sound bomb 9 black,black,in ear,wireless
